CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
25483,63659,78256,29563,23010,67940,95838,26509,49640
26279,69379,83898,32198,24212,73588,103317,28196,55097
27998,70459,84269,32909,26732,74725,106326,30911,56149
31393,68229,84075,33241,29858,74215,107921,31811,53888
33275,66177,84218,33443,31376,73812,109676,31251,51871
33766,64149,84083,33460,31078,73286,110290,30722,50296
34040,62073,83797,33434,30812,72649,110288,30260,48438
34129,60350,83521,33481,30593,72073,110184,29833,46678
34028,59148,83091,33407,30328,71623,109229,29302,45373
33872,58109,83381,33915,30199,71112,108481,28993,44340
34154,58061,86434,36468,30118,71925,109604,28721,43964
33888,60264,93345,39084,30333,76529,115584,28910,45401
34252,65633,95228,39004,30994,80077,122282,30054,49041
35716,68486,94826,38443,32842,80010,123795,32974,52970
39390,69005,93377,37318,33774,78984,122086,34319,53664
39534,68681,90285,35134,33450,77087,118115,34103,53908
38523,66687,84474,31961,32713,73254,111134,33564,52569
37311,62937,78304,28818,31371,68183,102859,32074,49279
35304,59402,73699,26617,29310,64334,96416,29846,46313
32106,57511,71334,25400,26666,62125,92569,27816,44573
29039,56871,70337,24856,24675,60885,90579,26477,44111
27222,56881,70344,24766,23569,60613,90080,25753,44273
26238,57411,72119,25406,22981,61291,91063,25524,44978
25606,59229,77088,27561,22820,64006,95773,25644,46665
25527,63220,85731,31596,23112,69491,105639,26356,50448
26123,68713,90760,34003,24297,74980,112807,27976,55910
28217,69950,90392,34440,26890,76013,114802,30649,56717
31236,67647,88946,34572,29946,74745,114735,31652,53897
33276,65077,87538,34490,31329,73616,114338,30981,51050
33799,62545,86020,34321,31071,72466,113927,30161,48910
34279,60248,84582,34121,30704,71185,113022,29623,46713
34486,58464,82816,34057,30245,70052,112114,29191,44882
34447,57274,83066,33926,29785,69487,110773,28800,43580
34317,56207,83435,34434,29609,69006,110349,28601,42660
34406,56280,86998,37300,29461,70193,111784,28603,42426
34428,58451,94391,40094,29627,75036,117469,28882,43295
34705,63859,96658,40159,30367,78857,123779,30046,46866
36048,66810,95856,39150,32072,78544,124769,32419,50539
39135,66805,94645,37591,32959,77345,122832,33189,50800
39225,66674,91359,35495,32597,75381,119244,32959,50864
38588,64956,85946,32401,31948,71639,112978,32499,49809
37564,61492,79728,29231,30919,66886,105211,31167,46622
35581,58192,75276,27072,29096,63165,99076,29106,43796
32532,56546,73044,25864,26784,60889,95235,27201,42129
29388,55634,72093,25288,24807,60005,93395,25773,41475
27398,55702,72202,25201,23650,59544,93214,25089,41497
26528,56329,74193,25802,23124,60406,94780,24785,42114
26188,57950,79246,27970,23012,63074,100144,24798,43650
26399,62095,87970,31996,23379,68757,110387,25561,47167
26876,67751,93332,34341,24758,74390,117646,27355,52573
28645,68887,92533,34814,27484,75259,119324,30089,53524
31836,66532,90126,34581,30728,74221,117720,30894,51058
33899,64082,87882,34361,32238,73152,114859,30484,48777
34541,61491,85404,34120,31852,72020,112043,30008,47077
34900,59005,83485,33759,31370,70921,108608,29661,45211
35026,56841,82176,33657,30826,69821,105524,29247,43627
34875,55590,80962,33425,30158,68959,103255,28876,42691
34522,54619,80721,33817,29945,68220,102004,28893,42039
34426,54527,84151,36552,29862,69316,103137,28965,41890
34349,56286,92707,39703,30129,74336,109640,29391,42694
34623,61275,95529,39796,31061,78211,116875,30527,45956
35768,63515,95424,38881,32850,77744,119422,32872,48353
39282,63346,94537,37467,33566,76777,119149,33446,47974
39644,63267,91808,35432,33211,74979,116711,33065,47577
39225,61686,86577,32338,32547,71403,111357,32453,46051
38339,58324,80588,29254,31552,66695,104719,31048,42590
36243,54808,76431,27091,29734,62924,99043,28817,39248
33318,53081,74413,25949,27369,60743,95951,26911,37050
30199,52412,73711,25355,25446,59580,95301,25632,35912
28356,52321,74085,25205,24270,59220,95603,24909,35373
27235,52785,75994,25815,23729,59991,97641,24562,35296
27218,54207,81033,27881,23595,62566,103219,24567,36137
26923,57628,89627,31832,23929,68042,113384,24957,38779
27611,63053,94384,34194,25213,73486,120466,26500,43277
29646,64496,93280,34647,27833,74737,121558,29029,44619
33013,62754,90294,34587,30900,73484,117944,30295,44031
34617,61147,87184,34403,32437,72273,113176,30388,44006
34854,59562,84343,34083,32241,70884,108752,30308,44129
35184,58163,81907,33640,31909,69431,104938,30295,43819
35063,56991,80109,33348,31341,68255,101686,29984,43375
34838,56237,78961,33117,30728,67519,99627,29574,43244
34531,55846,78502,33455,30157,66786,98387,29317,42775
34633,56060,81358,36054,30073,67666,98988,29271,42718
34670,57871,89221,38605,30268,72678,104819,29521,43426
35102,61407,90938,38362,31001,75381,111188,30655,45886
36418,61451,90098,37200,32540,74287,112315,32740,46676
38955,60248,88886,35735,33110,72762,111281,33109,45325
38795,59289,86803,34128,32634,71004,109174,32604,44374
37914,57455,82858,31708,31944,67942,105346,32042,42998
36853,54514,77302,28869,31150,63684,99555,31003,40513
35309,51646,72991,26672,29808,59740,93709,29448,37686
33434,49091,70267,25280,27923,57094,89939,27798,35321
30928,47583,68916,24549,26070,55578,87411,26514,33809
28852,46755,68386,24262,24894,54785,86330,25510,32907
27594,46355,68711,24446,24372,54733,86138,25117,32511
27119,46657,70762,25327,24159,55577,87695,24980,32585
26814,47781,74064,27016,24292,57707,91139,25175,33457
27084,49622,77899,28804,24866,60622,95307,25756,35122
27875,51447,80685,30655,26117,63293,100154,26989,36737
29217,52719,81708,31694,27687,65090,102733,27871,38441
30330,53365,80889,31969,29366,66074,103542,28802,39935
31439,53524,79089,31796,30765,65963,101997,29563,40949
32429,53061,76842,31356,31666,65415,99399,29971,41205
32783,52106,75332,30838,31916,64612,96840,29876,41023
32695,51413,74208,30620,31711,63855,94935,29521,40729
32486,50945,74231,31080,31256,63415,94147,29117,40518
32411,51156,77739,34038,31002,64499,94806,28967,40570
32551,52550,83940,36687,31167,68469,99322,29401,40937
33065,56353,84741,36713,31737,70345,103915,30644,43434
34612,56998,83194,35740,32970,69134,103789,32736,44830
37367,55948,81418,34487,33190,67465,101566,32969,43902
37439,55151,79043,33071,32461,65792,98409,32329,43114
36738,53764,75114,31035,31483,63098,94180,31714,42077
35883,51476,70056,28600,30550,59155,88185,30825,39904
34461,48849,65464,26528,29277,55504,82472,29362,37425
32370,46563,62379,25123,27639,52939,77977,27913,35118
29967,45373,60690,24311,25902,51277,75318,26512,33699
28090,44669,59790,23872,24769,50559,73636,25689,32783
26794,44277,59638,23875,24115,50251,73281,25166,32388
25953,44706,60621,24357,23805,50910,74152,25041,32335
25758,45679,62615,25516,23914,52301,76522,25099,32896
25817,47493,65644,27012,24453,54786,80273,25702,34024
26479,49439,68537,29069,25522,57334,85396,26691,35329
27322,51330,70947,30910,26884,59208,89968,27542,37010
28171,51970,71794,31938,28456,60127,92557,28236,38384
29287,51840,72054,32547,29672,60646,93158,28664,39017
30368,51731,72417,33007,30492,61127,94187,28848,39300
31003,51542,72546,33180,30593,61294,94376,28581,39360
31117,51331,72438,33271,30601,61223,94535,28296,39279
31248,51006,73142,33876,30513,61309,94333,28009,39212
31474,51236,76810,36320,30574,63285,95644,28040,39327
31791,53017,82387,38108,30727,67702,100418,28443,39794
32302,57191,83664,38141,31655,70693,105278,29815,42532
34121,58308,82593,37051,33138,70192,105070,32418,44439
37249,58014,81137,35546,33546,68976,102988,33455,44312
37738,57130,78284,33677,33066,67235,99155,33218,43649
37250,55331,73292,30934,32277,64128,92993,32733,42271
36347,52173,67957,28083,31098,60098,85719,31467,39461
34533,49074,63631,25979,29298,56686,79337,29507,36376
31750,46885,61254,24752,27031,54608,75430,27500,34154
28935,45841,60054,24109,24996,53438,73021,26066,32967
26895,45673,60228,23989,23880,53297,72200,25245,32540
25807,45957,61859,24545,23214,54119,73136,25066,32747
25470,47258,66496,26518,23059,56883,77325,25155,33713
25462,50607,75009,30385,23499,62600,86726,25943,36828
26153,56284,81073,33259,24694,68626,93911,27688,41521
27687,58682,82281,34270,27283,71014,96313,30450,43428
30727,58271,82528,34870,30410,71130,98306,31516,42816
32753,58315,83015,35367,32034,71594,100487,31202,42738
33664,58089,82925,35543,31933,71709,102062,30760,42881
34392,57793,82602,35521,31906,71599,102764,30352,42928
34723,56996,82440,35572,31746,71448,103264,30022,42411
34662,56642,82022,35412,31569,71105,103017,29654,42392
34348,55902,82339,35779,31244,70758,102612,29230,42263
34189,55686,85389,38121,31044,71628,103267,28972,42136
33968,56753,90661,39911,31042,75566,107438,29103,42399
34073,60687,91437,39585,31724,77787,112796,30111,44188
35650,63109,90441,38903,33931,77285,113514,33035,47217
39211,63167,88577,37564,35446,76135,111118,34522,47222
39586,62389,84830,35222,35197,73738,106621,34271,46683
38815,60628,78956,32013,34531,69876,99809,33651,45253
37592,57203,72379,28717,33465,64710,91361,32341,41907
35573,53603,67216,26299,31493,60722,84667,30050,38659
32571,51553,64086,24887,28915,57981,80310,27851,36483
29722,50749,62732,24118,26884,56693,77677,26383,35570
27757,50377,62428,23890,25607,56246,77307,25678,35194
26602,50842,63994,24361,25015,56909,78323,25327,35507
26509,52200,68342,26298,24985,59425,83021,25393,36619
26516,55935,76613,30092,25476,64675,92747,26097,39873
27260,61724,82146,32783,26814,70524,100139,27810,45120
28725,63448,82577,33536,29566,72208,103010,30477,46523
31983,61386,82117,33955,32730,71713,103648,31423,44927
34050,59527,82064,34313,34306,71494,104057,31136,43776
34768,57921,81681,34315,33975,71157,104071,30613,43233
35280,56301,81388,34133,33665,70696,103547,30305,42752
35343,55106,81238,34101,33113,70312,103057,29918,42489
35133,54410,80901,33948,32501,69866,102580,29511,42733
34465,53812,81203,34366,32136,69547,101860,29455,42960
34123,53596,84076,36688,31717,70334,102021,29387,43095
33818,54766,91078,38847,31698,74542,105877,29614,43244
33995,58677,92905,38649,32433,77410,112336,30610,44648
35614,60911,92306,38011,34698,77120,114181,33348,47088
39781,60935,91129,36806,36054,76221,113485,34494,46863
40333,60340,87982,34694,35748,74066,110422,34121,46063
39815,58479,82460,31586,35052,70256,104918,33617,44331
38939,55310,76077,28362,34058,65242,97726,32392,41111
36860,51731,71138,25926,32015,60941,91588,30166,37560
33745,49643,68487,24511,29381,58532,87881,27964,34878
30836,48569,67410,23906,27324,57247,86523,26535,33681
28894,48435,67382,23759,26116,56788,86598,25723,33086
27948,48671,68978,24361,25607,57427,88304,25612,33069
27711,49874,73775,26429,25515,60117,93913,25831,33781
27808,53187,81986,30396,25944,65611,104526,26557,36117
28714,58306,87106,32960,27277,71119,111998,28251,40540
30552,59882,86768,33540,30004,72871,113001,30989,42113
34017,58957,85164,33777,32924,72209,109740,32147,42035
35863,58531,83840,33859,34370,71777,106077,31948,42978
36146,58014,82425,33785,34294,71271,103191,31689,44037
35862,57507,81270,33589,33908,70432,100901,31521,44628
35441,56942,80810,33603,33505,70058,99923,31163,44896
34791,57038,80320,33541,33039,69856,99103,30834,45523
34091,56884,80461,33979,32728,69587,98900,30574,45835
33901,57147,83444,36553,32634,70758,99288,30565,46100
34036,58596,90943,39358,32854,75371,103475,30754,46426
34431,62147,92876,39459,33615,78117,109989,31879,48519
35673,63078,92020,38473,34998,77497,110908,34532,50408
39719,62026,90692,37054,35418,76094,109229,35689,49691
40474,60742,87850,35047,34856,74019,106372,35508,48752
40095,58571,82322,32023,33966,70155,101049,35097,46748
39189,54937,76146,28776,32905,65094,93733,33901,42955
37406,51676,71472,26487,30921,61022,87379,31960,39161
34478,49510,69062,25202,28509,58665,83676,30009,36327
31388,48306,67920,24635,26475,57016,81560,28652,34964
29541,47997,67956,24505,25193,56494,81177,27972,34171
28409,48013,69605,25144,24522,57084,82424,27611,33978
28020,49235,74419,27290,24269,59571,87064,27698,35033
27972,52677,82465,31331,24534,64672,95814,28488,38094
28545,57771,87865,33744,25604,69887,101817,30185,43340
30232,60692,88470,34273,28118,72340,104171,32958,45969
33549,61070,87984,34475,30932,72383,104352,33994,45910
35089,61871,87150,34398,32320,72650,104633,33369,46054
35164,62083,86298,34280,32412,73007,104948,32525,46260
35056,61729,85342,34047,32460,72788,104841,31789,45660
34736,61060,85216,34033,32402,72748,104852,30939,44729
34108,60524,85313,33987,32116,72619,104914,30221,44124
33514,59862,85830,34633,31989,72647,105094,29757,43507
33378,59976,89069,37328,31881,73951,105892,29545,43481
33369,61601,94465,39638,31819,78008,110123,29801,44518
33686,66281,95288,39582,32261,80812,115282,30912,47769
34892,68709,93932,38588,33664,79992,116294,33532,51151
38785,68392,91804,37139,34462,78241,114685,34648,51471
39255,68066,88786,35105,34039,76093,111480,34471,51661
38756,66440,83316,32078,33385,72415,106137,34065,51134
37892,63361,76948,28935,32501,67701,99398,32993,48639
36056,60368,71959,26593,30826,63986,93547,31141,46231
33360,58417,68913,25212,28552,61755,89962,29416,44438
30714,57681,67224,24513,26629,60461,88613,27949,43806
28676,57429,66846,24322,25409,59967,88756,27159,43782
27581,57858,68373,24768,24833,60687,90767,26894,44347
27258,59532,72890,26598,24698,63116,95882,27030,45895
27446,63144,80462,30260,25045,67931,105373,27688,49183
28178,68067,86792,33115,26207,73185,113302,29230,53978
29629,70177,88421,34236,28612,75542,117024,31602,55353
32213,68903,89323,34793,31249,75803,117836,32612,53739
33870,66677,89841,34903,32634,75930,116905,32241,51604
34580,64358,89687,34754,32791,75533,114963,31480,49326
34790,61908,89302,34481,32813,74591,112196,30686,46893
34734,59307,89242,34213,32361,73848,109414,30000,44415
34227,57640,88687,33888,31701,72930,107111,29365,42944
33598,56194,89233,34161,30910,72223,105761,28953,41806
33444,55833,91926,36412,30372,73008,106537,28763,41307
33383,57189,97569,38358,30266,76905,112795,28881,41770
33582,61948,98370,38064,30941,80082,119983,29862,44722
34753,64149,96379,36919,32504,78939,121727,32339,47350
37918,64118,94274,35392,33052,77258,121133,33124,47182
37979,63951,91432,33677,32486,75245,119492,32793,47205
37174,63080,86845,31305,31701,72146,116054,32308,46753
36173,61158,81367,28596,30854,67896,111160,31409,44967
34592,58570,76718,26473,29510,64185,106394,30014,43046
32402,56945,73703,25085,27631,61651,103479,28537,41211
29687,55936,71978,24395,25822,60149,102210,27117,40388
27850,55742,71252,24078,24473,59436,102503,26260,40019
27003,55731,71511,24219,23709,59350,103923,25847,40269
26860,56376,72930,24912,23414,60245,106741,25705,40959
26607,58273,75923,26506,23382,62169,112009,25944,42578
26752,60837,79383,28349,23954,64910,117861,26533,44771
27488,62933,82209,30344,25140,66969,122348,27661,46503
28552,63478,84309,31875,26668,68364,122303,28391,47080
29706,61573,84756,32567,28202,68615,117964,28939,45849
30676,58783,83797,32903,29471,67765,112276,29142,44173
31441,56136,82216,32919,30101,66169,105999,28850,42068
31089,53686,80222,32655,30078,64674,100143,28386,40365
30722,51808,78737,32517,29689,63303,95804,27804,39050
30094,50783,78604,32905,29049,62604,93581,27277,38234
29754,50638,81392,35331,28649,63476,94136,27112,38048
29770,52165,88607,37910,28776,68358,100761,27342,38604
30299,56906,91083,38025,29476,72540,109639,28470,41283
31807,58547,90474,37111,31016,72308,113455,30834,43277
35239,58283,89412,35868,31482,71431,114856,31677,42794
35522,57974,87582,34465,31110,70246,115067,31491,42279
34982,56898,84289,32377,30486,68009,113447,31187,41358
34097,54617,79719,29833,29739,64484,110051,30391,39232
32701,51951,75635,27607,28523,61192,106492,29126,36882
30933,49800,73065,26128,26802,58694,104489,27768,34759
28959,48662,71521,25272,25204,57096,103605,26537,33318
27143,47980,71039,24870,24051,56561,104157,25688,32564
25819,47848,71408,24849,23330,56422,105439,25260,32164
24955,48221,72961,25384,23042,57148,107972,25217,32254
24627,49203,75695,26540,23151,58734,112104,25486,32821
24866,51307,78694,27798,23559,61212,117140,26076,33971
25799,53294,80688,29497,24604,63123,121490,27170,35086
26703,54860,80100,30711,26120,64065,119644,27914,36520
27491,54697,78120,31239,27590,63764,113138,28469,37693
28492,53271,76181,31483,28807,62945,106272,28498,37985
29627,51991,74787,31562,29441,62253,100588,28310,37965
29752,51162,73177,31417,29444,61432,96880,27864,37943
29855,50309,72381,31265,29163,60617,94163,27402,37721
29954,49571,72500,31557,29060,60300,92707,27010,37469
29857,49689,75501,34136,29142,61761,93639,26960,37569
30019,51446,83436,36975,29333,66751,99374,27343,38273
30283,55661,86120,37239,30121,70499,105252,28382,40830
31735,57033,86035,36431,31465,70361,106349,30771,42879
34788,56914,85390,35316,31845,69666,105400,31735,42523
35068,56548,83596,33828,31337,68196,103057,31570,42145
34577,55436,80181,31657,30948,65714,98874,31102,41372
33784,53373,75454,29026,30303,62104,92971,30250,39710
32356,50770,71141,26830,29161,58668,87372,28867,37459
30613,48792,68651,25560,27464,56242,83275,27579,35504
28644,47631,67401,24686,25607,54770,80984,26325,34229
26853,47071,67219,24477,24304,54256,79978,25516,33719
