CA_WND 1,CA_WND 2,CA_WND 3,CA_WND 4,CA_WND 5,CA_PV 1,CA_PV 2,CA_PV 3,CA_PV 4,CA_PV 5,CA_OFWND 1
0.22924009441930282,0.19315992593930362,0.14138907335532255,0.10136833974670066,0.05512502003473786,0.5248284235607938,0.6315028734494059,0.5966289193900545,0.6176040631298028,0.6706638149730783,0.7922348213195801
0.22924009441930282,0.19315992593930362,0.13779133477369498,0.10136833974670066,0.05206355226046261,0.49979359175959537,0.5699867618532908,0.5381621600407627,0.559512059886235,0.63841939188887,0.7645704019069671
0.22924009441930285,0.19315992593930356,0.13779133477369498,0.09949744734441085,0.05206355226046261,0.4997935917595953,0.5699867618532909,0.5381621600407627,0.559512059886235,0.6171425616485537,0.7554319107532501
0.22924009441930285,0.19315992593930362,0.13779133477369498,0.09949744734441085,0.0520635522604626,0.4694833288157004,0.5061208977451561,0.4770195411101535,0.4958347854332122,0.534937872515526,0.7057127511501312
0.22268343429417684,0.18695047778935628,0.13398613453577013,0.09949744734441085,0.05206355226046261,0.4378860913635871,0.4398440605815888,0.4420397099495365,0.403615745574676,0.4441955606736164,0.6141112059354782
0.22268343429417684,0.1869504777893563,0.13398613453577013,0.09949744734441085,0.05193352926880295,0.3482886393489008,0.40993753401549266,0.3820839287004468,0.3760351452903051,0.4176082567885914,0.5936035937070847
0.20860866823744978,0.18695047778935628,0.13205297749595007,0.09949744734441085,0.05193352926880295,0.2946299126867705,0.33123852621937255,0.36155191430232797,0.34293107245389753,0.390232300369254,0.550960972905159
0.20860866823744978,0.1869504777893563,0.13205297749595007,0.09949744734441085,0.05193352926880295,0.2946299126867705,0.26701996901851066,0.2955585865910118,0.27472445307534443,0.35983602702907463,0.5026428747177124
0.20860866823744978,0.1869504777893563,0.13205297749595007,0.09949744734441085,0.05193352926880295,0.194108998463306,0.2101018586795935,0.21620905017568495,0.22628537007139898,0.2966216991208609,0.47681484937667845
0.19442572953718615,0.17661397473247564,0.13205297749595007,0.09949744734441085,0.05193352926880295,0.1676440077056797,0.1822458915733642,0.1842290304728715,0.17760589234223592,0.24277818358796444,0.4570099750161171
0.19442572953718615,0.17661397473247561,0.13205297749595007,0.09776583015741053,0.05193352926880295,0.14272653679243807,0.16118127928094367,0.16944866772195744,0.17760589234223587,0.1401228922142461,0.4402682708203793
0.19442572953718615,0.16766243741006928,0.13205297749595007,0.09776583015741053,0.05193352926880295,0.11939891463064621,0.11141058463636407,0.13387690085738443,0.12809120589085515,0.1401228922142461,0.428001901358366
0.19442572953718615,0.16766243741006928,0.1246419569688502,0.09776583015741053,0.051933529268802944,0.11939891463064621,0.0893951700818211,0.10014906996149725,0.1064240197851268,0.10420072145453059,0.4117999140918255
0.19442572953718615,0.16766243741006928,0.12464195696885022,0.09776583015741053,0.051933529268802944,0.08232474616003094,0.06406167969630264,0.09401347850932609,0.10017553331479148,0.06774286875411484,0.3685843998193741
0.18410438201641108,0.16766243741006928,0.12464195696885022,0.09776583015741053,0.05193352926880295,0.06742991937131566,0.06406167969630262,0.09401347850932609,0.075548870221242,0.06774286875411484,0.3437032172083855
