N_CEN_WND 1,N_CEN_WND 2,N_CEN_WND 3,N_CEN_WND 4,N_CEN_WND 5,N_CEN_WND 6,N_CEN_WND 7,N_CEN_WND 8,N_CEN_WND 9,N_CEN_WND 10,N_CEN_WND 11,N_CEN_WND 12,N_CEN_WND 13,N_CEN_WND 14,N_CEN_WND 15,N_CEN_WND 16,N_CEN_WND 17,N_CEN_WND 18,N_CEN_WND 19,N_CEN_WND 20,N_CEN_WND 21,N_CEN_WND 22,N_CEN_WND 23,N_CEN_WND 24,N_CEN_WND 25,N_CEN_WND 26,N_CEN_WND 27,N_CEN_WND 28,N_CEN_WND 29,N_CEN_WND 30,N_CEN_WND 31,N_CEN_WND 32,N_CEN_WND 33,N_CEN_WND 34,N_CEN_WND 35,N_CEN_PV 1,N_CEN_PV 2,N_CEN_PV 3,N_CEN_PV 4,N_CEN_PV 5,N_CEN_PV 6,N_CEN_PV 7,N_CEN_PV 8,N_CEN_PV 9,N_CEN_PV 10,N_CEN_PV 11,N_CEN_PV 12,N_CEN_PV 13,N_CEN_PV 14,N_CEN_PV 15,N_CEN_PV 16,N_CEN_PV 17,N_CEN_PV 18,N_CEN_PV 19,N_CEN_PV 20,N_CEN_PV 21,N_CEN_PV 22,N_CEN_PV 23,N_CEN_PV 24,N_CEN_PV 25,N_CEN_PV 26,N_CEN_PV 27,N_CEN_PV 28,N_CEN_PV 29,N_CEN_PV 30,N_CEN_PV 31,N_CEN_PV 32,N_CEN_PV 33,N_CEN_PV 34,N_CEN_PV 35
0.28462373636360944,0.27249844523312616,0.2542465020600885,0.23917617477970113,0.22446529413479885,0.30180520667344146,0.28621896476089165,0.26641077999370216,0.25597563180226973,0.2643344270124573,0.33656625030964366,0.3335824119728599,0.3418113545054456,0.3371851949568016,0.32903817330426477,0.30313536350405507,0.2746543548066301,0.28935780940920686,0.2803689476434959,0.2796214276784934,0.32833445573059034,0.3025367116315951,0.29738192110398176,0.29164843826374287,0.3042387612020703,0.3457458275483284,0.3283304420880582,0.3148216527876901,0.2906872630993637,0.27017830026864875,0.3060169698332845,0.2845464079662591,0.2610283654704178,0.24878210470971537,0.2219561873212495,0.6620111775292273,0.6323300560249092,0.6179055011645087,0.6354771451314288,0.6245330003007096,0.680501347765687,0.6512978277770175,0.5896766350085846,0.5625006044983789,0.5721953335963418,0.5946886293119849,0.5948005014920322,0.6285616116957171,0.6630510461344676,0.6863094163032745,0.6423223705414715,0.6394961245914995,0.6494819988191364,0.6471911691960055,0.6467789436207606,0.7048774595834638,0.6982885995359127,0.6919133079410362,0.699443363545285,0.7340785838109276,0.7523602156093249,0.7480524143836936,0.7456452285639024,0.7325943161723001,0.6936975639578827,0.6644409078662793,0.6780858621259552,0.6719094992383745,0.6453916011676798,0.6004415338993359
0.27923638865668915,0.2670097688839432,0.24044304401829775,0.22655291254076496,0.2173220163260923,0.29505152581468913,0.2796502383055435,0.25299904057891137,0.24607339584879068,0.2541288359678541,0.32881242814398653,0.32649159674969336,0.3352623743952265,0.3371851949568016,0.3290381733042648,0.28868249901024623,0.26786026642881794,0.2845039949479145,0.2803689476434959,0.2796214276784934,0.3181624485137155,0.3025367116315951,0.2947548555764288,0.2872334708673737,0.30423876120207033,0.33797250993854705,0.31829633885241365,0.3047732586901424,0.28012752497457766,0.2499864631132193,0.2910926742056862,0.27547764162580096,0.2548887802595542,0.24213662582477397,0.2151796491214715,0.6480006521558894,0.6263549698304438,0.614108045729893,0.6354771451314287,0.6245330003007096,0.6679247756881962,0.6383646893573666,0.5778974798639888,0.5517235910706513,0.5618328573636366,0.5879760168226542,0.5875821902111404,0.6218127623136931,0.6630510461344676,0.6863094163032745,0.6238757299547095,0.6207231904973212,0.6304584397127297,0.627895479778653,0.6241851911081308,0.6941221310946216,0.6874714742371324,0.6811036991320201,0.6886679903501419,0.7227899396489621,0.7509887103406053,0.7474592716687006,0.7445779357202317,0.729131192299498,0.6852264181217371,0.6554166663166566,0.6696070219166427,0.6573017198375559,0.6298926109032229,0.5853129275959933
0.27152253269035675,0.2583919718745424,0.23057812913572143,0.21726816948321606,0.20867679669995398,0.2870420732988844,0.2753153969351004,0.25299904057891137,0.236394632015634,0.24717830163239174,0.3225530538089185,0.3187689331376636,0.3352623743952265,0.33144083894738835,0.3237462843343904,0.2841531871903416,0.2641022622685009,0.2779657873751,0.2768121721000144,0.2796214276784934,0.3136149928950734,0.2985931246544846,0.2947548555764287,0.28723347086737366,0.3027335698640024,0.32960781322976007,0.3128105095337332,0.29944598356107655,0.27580067354272836,0.2499864631132193,0.28174830459436456,0.25810144637839716,0.23345281317849725,0.22248171840420755,0.2011666455610693,0.6344395088000832,0.6049305356301541,0.5943931386261502,0.6239358123004006,0.6139896872951106,0.6421214633910485,0.6136804116268969,0.5663522800706765,0.5404276677956599,0.550197545420155,0.5813641325116571,0.5761295327280688,0.620039978220272,0.6609651935022444,0.6863094163032744,0.6104011053590036,0.6073793623724788,0.6169729962680258,0.6163601439334548,0.6106133897034473,0.6818586671752964,0.6759360512672029,0.6691996625041067,0.6758016816586927,0.7096089565572845,0.7309301021923236,0.7277905371501382,0.725389309000321,0.708674435281138,0.6720847141591657,0.642491550918434,0.6540241010679454,0.6456828670701759,0.6169395088209904,0.5729266685271679
0.2583197794035944,0.2502423662586015,0.22235088756888316,0.2100680615261927,0.20453285242409358,0.28239968476014726,0.26803477064931286,0.2430340060804398,0.2302156614939261,0.2317443956572129,0.3042452647697177,0.3101076454501637,0.3213084867406913,0.3230033821715545,0.3237462843343904,0.2841531871903416,0.2641022622685009,0.27796578737509997,0.2698058644503338,0.2796214276784934,0.3065203682895846,0.2959023221749676,0.28916047543428275,0.2789273260931432,0.29880309498872515,0.3215781229183084,0.30499055262169217,0.29184075074196364,0.2703199120436501,0.2499864631132193,0.274525651459354,0.2490690743293036,0.23345281317849728,0.22248171840420758,0.19679426364353234,0.6115967939399644,0.5924770514580057,0.5943931386261502,0.6099607691775704,0.6056935619216792,0.6086967133062143,0.5894580188192947,0.5273050779122466,0.5028772830658607,0.5140794469104651,0.5501914948959599,0.5600144879488558,0.6000489676507001,0.6393168240341958,0.6652944068742774,0.5761357951308713,0.5730288265824318,0.5822301298938756,0.5699304265596729,0.5745220056380806,0.6379684537419003,0.6303304532982855,0.6234485593085378,0.6303067712549439,0.6654433184684088,0.6854204243238616,0.6922719567269101,0.6905460644724014,0.6866489509072419,0.6399837522220382,0.6055570361163601,0.629777238074387,0.6215649172049286,0.606247154200214,0.572926668527168
0.2558926930013394,0.24452638084263018,0.21462959961367228,0.20218218602126198,0.1961396114022028,0.2823996847601473,0.26803477064931286,0.24303400608043982,0.2229288504747622,0.2317443956572129,0.30424526476971775,0.30681451434358525,0.3213084867406913,0.3193537917090184,0.3196946368211824,0.28415318719034155,0.2641022622685009,0.26905039566517763,0.2698058644503338,0.2796214276784934,0.3065203682895845,0.2947462933814001,0.28916047543428286,0.2789273260931432,0.2988030949887251,0.3215781229183084,0.30499055262169217,0.29184075074196364,0.2668787805346025,0.2454432374059292,0.2745256514593539,0.2490690743293036,0.22634303019889573,0.22248171840420758,0.1967942636435323,0.6005290953645993,0.5924770514580058,0.5713298138240474,0.5904143284177443,0.5765058948271506,0.5959448061948439,0.5675222585296609,0.5116435703500531,0.4944329668709384,0.5110156857687076,0.525004484120108,0.5365059734408768,0.5707089827598828,0.6139123268891323,0.6466117797755637,0.5662915617617567,0.5622955718907501,0.571160633861857,0.5676880019736896,0.5663553770676314,0.6294784079247734,0.621936489914684,0.6150788373568458,0.6214937791366896,0.6456203898427223,0.6761820689370136,0.6734064545665213,0.6724591106214369,0.6644883004007257,0.6285046539369847,0.5982183270934588,0.6204689377796151,0.6105182436929018,0.5853361513452924,0.5397037466233044
0.24243434277447504,0.23715681604974392,0.21462959961367228,0.20218218602126198,0.1893803997793569,0.27632535886403886,0.26803477064931297,0.2430340060804398,0.2229288504747622,0.22736908213545942,0.29868701011947957,0.30681451434358514,0.32130848674069123,0.3193537917090183,0.31556286056189126,0.2730951710165385,0.2586845400799411,0.26905039566517763,0.2640755202935232,0.2796214276784934,0.30652036828958457,0.2900096842542482,0.27968791919015923,0.2722290125328399,0.292633585462436,0.31683887949745126,0.30040467441178154,0.2874167625556174,0.2668787805346025,0.22754271858323546,0.27106560615050884,0.2490690743293036,0.22634303019889573,0.22248171840420758,0.19679426364353234,0.5810719657347359,0.5693872495108859,0.558613663467024,0.5810402560032857,0.5660368447773246,0.5959448061948438,0.5675222585296609,0.5111503138613783,0.488479690640345,0.4988231441082519,0.5137802655716955,0.5267868852346379,0.5624392985678272,0.6022720246223466,0.6221762877984691,0.554243906510637,0.5501889450508538,0.5603643490674111,0.5571819725908912,0.5539688655914042,0.6294784079247734,0.621936489914684,0.6148647644453745,0.6082562204049979,0.6326199488918299,0.650156788974127,0.6734064545665213,0.6724591106214369,0.6626860645156252,0.622601154306297,0.5902531196382428,0.6189359319861515,0.6008636210665448,0.5758543985637886,0.528370549265077
0.23576781505510938,0.23078598273163317,0.2061553448136607,0.1937256573147308,0.1893803997793569,0.2763253588640388,0.26803477064931297,0.23875108784031404,0.21267798982328476,0.22180688413996894,0.29868701011947957,0.3040638452166405,0.3174788948556815,0.3193537917090183,0.31556286056189126,0.26398955917390476,0.25003138954267806,0.2690503956651777,0.25666780670844624,0.27176601426670394,0.29922582606122056,0.28780123669643765,0.2796879191901593,0.2722290125328399,0.28720233087025454,0.30323636380710284,0.30040467441178154,0.2874167625556175,0.26043205438279193,0.204950310466716,0.24819436146437063,0.22751139756502234,0.22634303019889565,0.21662651611182066,0.19679426364353222,0.5713804023375448,0.5693872495108859,0.5527948549844375,0.5642186100117562,0.5490623340111845,0.5700008463856133,0.5424533194984913,0.4871104311400398,0.4703686814331492,0.4742006635121309,0.5045023935145907,0.5171391738664324,0.554533473766951,0.6022720246223465,0.6159478254114963,0.5460083550513465,0.5418724344967164,0.5493047680879953,0.5467378987292393,0.552430743431995,0.6062655135555953,0.5983171558938826,0.5906164537049678,0.5964100050738276,0.6193767886245437,0.6381858097530501,0.6495897423221585,0.6491493567790273,0.6523462497576797,0.6226011543062971,0.5653958018366076,0.5844119499618249,0.6008636210665449,0.5618889810130442,0.5032417487953584
0.23576781505510938,0.22682030383261953,0.19806466746520315,0.18221295075641847,0.18060778056546897,0.26416542462310916,0.24759575015406038,0.22148956010724385,0.20123145026383799,0.20354138865621965,0.288473280009347,0.3040638452166405,0.3174788948556815,0.3193537917090183,0.3110647940669627,0.2490571800874335,0.23983447598142496,0.26905039566517763,0.25666780670844624,0.2717660142667039,0.2907437836516073,0.27696622306175084,0.2692267384742379,0.2655444612745763,0.2794541532603961,0.29267960821955474,0.2899743026432264,0.2778055080249009,0.23861582779574095,0.19217092924945323,0.22045736734368665,0.21266034365689965,0.2080320061344539,0.20807724755733367,0.18039262414271265,0.5362677629085313,0.546358353400122,0.5356764492073636,0.5451112098517928,0.5490623340111845,0.5583509764575117,0.5310066263944218,0.4791094284348986,0.4564491680167739,0.4658660071570162,0.4935727377353208,0.5028797900349177,0.5404265200020059,0.5803367113335712,0.5953976292941066,0.5191403799662828,0.5157357612009775,0.5264420826479906,0.5239303801545954,0.5262753026137837,0.5920816569206941,0.5842286965010974,0.5765968337031068,0.5826186548399541,0.5967159043954983,0.6381858097530502,0.6381639127184784,0.6380185653889447,0.6354570924728731,0.5866137688165707,0.5653958018366079,0.5844119499618249,0.5732781989429506,0.54789455655804,0.4939412420277739
0.2155775416181946,0.2209250474183406,0.19806466746520313,0.18221295075641847,0.1694431512275109,0.25361754599598085,0.23690811553338192,0.2124673615093176,0.18079701378032556,0.18670360518093923,0.288473280009347,0.29842970608325897,0.3082069727075489,0.3145083446060457,0.302348367701931,0.23005675531730957,0.2386780385191267,0.2516591013823636,0.2436535729767083,0.26540236118305494,0.2806310187522455,0.2739771262852992,0.26922673847423795,0.2557650166003505,0.27459769724812577,0.2811716887342884,0.27370513766209564,0.26206470870460474,0.22702334100453045,0.1750543672775164,0.21591088493259167,0.20758598799133893,0.1978194541120475,0.1996831000995069,0.18039262414271265,0.5288523400748245,0.532375843047831,0.5150420160256246,0.5352809162497875,0.5333800432939584,0.5474564213181846,0.5172680426087075,0.46637108986697734,0.44380916984220564,0.4488016290472284,0.4727336853504425,0.5001576900034657,0.531443727431209,0.5803367113335712,0.586216563023975,0.5062205374925292,0.5023864403792302,0.5132263855947439,0.5109355902532761,0.5056178450967772,0.5699059830095888,0.5708602609914263,0.5633931167744063,0.5694605142013156,0.5828671889753144,0.6241593180516917,0.6242099311552962,0.6243351265723013,0.6137137648813339,0.5651919761335135,0.5522960818752397,0.5700818166665935,0.5528708080257646,0.5353603097869856,0.46242484423855734
0.19664759111560942,0.20210751099682914,0.17824582919061946,0.16197017960057342,0.15951877655549887,0.2445221712599142,0.2269560395197532,0.19880408660645077,0.1761337582783161,0.17808674738071378,0.2611231012672291,0.2902671142380066,0.3082069727075489,0.3145083446060457,0.29588348959501953,0.2197414256082511,0.22522274433177797,0.23570946160858827,0.23594559830425257,0.26081250809236634,0.263852705496682,0.2692434599663462,0.26394269718679697,0.2557650166003505,0.259177043558986,0.2551372410938699,0.2552851980159216,0.25162552171514346,0.22136159746876452,0.1750543672775164,0.20691074554908623,0.19395120653858955,0.19348860426029638,0.191169233215761,0.17103287770420417,0.5062088559382106,0.5187924828048779,0.5017386590003529,0.5117873055500606,0.5086277395593282,0.5398132595896002,0.5172680426087075,0.46637108986697723,0.432920612283208,0.4366986635816061,0.4592402081720663,0.47722117918658785,0.531443727431209,0.5689171383884354,0.5754701151257122,0.483012833284724,0.4899891758306657,0.49995843591117745,0.49506761952444456,0.49439819559591186,0.5596475609423214,0.5633913270447296,0.5557202935031723,0.5617222293813025,0.5828671889753143,0.5955552650068693,0.5956318247566056,0.5958164775805621,0.6011619266841947,0.5572544151664496,0.5393289686628837,0.5531149617730267,0.535234733026731,0.5245894734361295,0.44234982367726156
