NW_WND 1,NW_WND 2,NW_WND 3,NW_WND 4,NW_WND 5,NW_WND 6,NW_WND 7,NW_WND 8,NW_WND 9,NW_WND 10,NW_WND 11,NW_WND 12,NW_WND 13,NW_WND 14,NW_WND 15,NW_WND 16,NW_WND 17,NW_WND 18,NW_WND 19,NW_WND 20,NW_WND 21,NW_WND 22,NW_WND 23,NW_WND 24,NW_WND 25,NW_PV 1,NW_PV 2,NW_PV 3,NW_PV 4,NW_PV 5,NW_PV 6,NW_PV 7,NW_PV 8,NW_PV 9,NW_PV 10,NW_PV 11,NW_PV 12,NW_PV 13,NW_PV 14,NW_PV 15,NW_PV 16,NW_PV 17,NW_PV 18,NW_PV 19,NW_PV 20,NW_PV 21,NW_PV 22,NW_PV 23,NW_PV 24,NW_PV 25,NW_OFWND 1
0.4593077457111088,0.38392241827383095,0.3284633173538693,0.24968364523096756,0.19946694475125873,0.43277750786400143,0.37319465580342076,0.30224065606798306,0.25801602390536205,0.20398145391382363,0.4723962893682524,0.40608731584467683,0.3362178413120837,0.27228495939094416,0.1812747892843728,0.5003769961102612,0.4554381205173701,0.4067826646150768,0.3160487649620125,0.23228387354093552,0.3607475983861777,0.3480182926215418,0.34065916883607084,0.2849544237109464,0.1727302547912491,0.06719629026937725,0.06946385881207401,0.08253213194219404,0.08754785761105205,0.07166441163092901,0.08711916334920226,0.09062070512876046,0.0698439694233867,0.06103709171461259,0.05396212462932327,0.07282371816099027,0.06470727278145046,0.05610043399073155,0.059715209029689985,0.048555174277377884,0.034348378900970866,0.034975435992707325,0.015096908078793813,0.014193364781288695,0.01749174273433953,0.07255632367943259,0.08062673270668314,0.07573266697837638,0.06083645543169505,0.054609836571244026,0.3239273744945725
0.36406363422281757,0.30879697396281647,0.2643209199142259,0.1882058070039062,0.14449901922506836,0.35292611759105347,0.3067696006653041,0.25540959935185265,0.21578131399928574,0.13149301515952322,0.40552784177582024,0.33924385150027525,0.23765659498484462,0.20151942578549867,0.15552494689749594,0.45467319166350584,0.4346416477216032,0.37505908423721707,0.2790450083999894,0.19631857174646247,0.28851436724551854,0.2717263836792892,0.3004783609589254,0.20634375042776118,0.13492237338295354,0.046893502178401006,0.06129546580861791,0.04612985195525411,0.04838361400799629,0.043155197338532895,0.028491423169530867,0.020674166994912993,0.03247040798339886,0.03437948258717341,0.03148094157153281,0.03811362374590136,0.03290155217975181,0.045804181786668195,0.04073855865559185,0.0397583838506036,0.034348378900970866,0.03497543599270732,0.01509690807879381,0.012529762845538174,0.011945845556636019,0.047578562218549524,0.04743336785845417,0.05972656093706837,0.04929305019263885,0.041793522418299395,0.210908623971045
0.24463561317890675,0.23123480631103055,0.17103051592526652,0.12500445235794508,0.11350736177821039,0.2731570633827138,0.2240536358410379,0.1728782211230038,0.12223609803334558,0.10619901388918014,0.35388767911958835,0.23987629209648012,0.1572320268035377,0.14686763490135693,0.09660468282632326,0.3954651178142907,0.4003999230123699,0.3552916988552853,0.27268657737741864,0.17670156611565402,0.17103425470226039,0.2346854436578689,0.21473767249587483,0.15253158638533568,0.08782055395866914,0.036255857324538864,0.03746745305489601,0.03946582811781622,0.040221621891307076,0.02193724872410107,0.01874574196717426,0.020674166994912993,0.014204462029163057,0.018094587244314324,0.012918621822501534,0.01806888731246045,0.011442395708506175,0.011642946054793967,0.0126315397407854,0.025924217706015006,0.0189422110006359,0.01917468937816408,0.014265393551755616,0.012529762845538174,0.01194584555663602,0.03351671277488092,0.020649579772821662,0.030195151742840057,0.03087941719327734,0.023405502860930745,0.16826086832831302
0.21683476308037958,0.16903776292759415,0.1402729437038122,0.08895359794504516,0.0810570839382356,0.2342949155503962,0.17114021947666946,0.145369869368989,0.11382269009807272,0.07978259814077587,0.2906573217893269,0.22149164732274926,0.15009376356652515,0.11393162859762815,0.08641354031035063,0.3172650895233187,0.37520071891236806,0.3384492972924893,0.2518529324014429,0.15207603783561788,0.11260406474444228,0.15932676956508676,0.1985279655085416,0.13941317150567406,0.07807748901536632,0.027203472819466987,0.02837484568861417,0.02029691581787653,0.02392983517249091,0.014793503331472961,0.01562331078747715,0.017391898261866316,0.014204462029163057,0.013985987632269352,0.012918621822501534,0.01503293320955568,0.011442395708506177,0.011642946054793967,0.012631539740785399,0.00652923502199976,0.015067986522490065,0.007913742138372764,0.013540027165783735,0.012529762845538172,0.011387063093624354,0.01529481724754114,0.01720195776275133,0.013123301413415408,0.023538218493994786,0.01667159588503597,0.14029172578205662
0.18293253037620713,0.15172422253293394,0.1076534301335345,0.08218353017499873,0.058999177167326645,0.20826331757594455,0.14816654240219027,0.12875278032444112,0.10005826824262318,0.06244918565169848,0.25241079518657783,0.20038921788963504,0.13377980136768436,0.09949996378197616,0.06315342181485303,0.24707669968164583,0.340999731190815,0.2871593134421821,0.22066724791037504,0.12941802610835473,0.09324504024679794,0.12326172992152906,0.18698846619981602,0.13160910212709026,0.07192653969320523,0.013018460120809375,0.013570139668962127,0.011234083907565818,0.012387655362953946,0.014793503331472961,0.01562331078747715,0.017391898261866316,0.011998094216812869,0.013985987632269352,0.012918621822501534,0.009460957969598284,0.011442395708506177,0.009545788230141237,0.00766002551924794,0.00652923502199976,0.009965712612218425,0.004897987447379348,0.013540027165783735,0.009942200984699053,0.01138706309362435,0.01529481724754114,0.013649907159146943,0.013123301413415408,0.012190024122436966,0.01667159588503597,0.1322097181342542
0.12413391291100247,0.11855036920999591,0.0870340585222232,0.06823092627278361,0.05306279895810609,0.18130424404243997,0.14816654240219027,0.12164321687476184,0.08185214072570018,0.062449185651698484,0.24996004570504252,0.17863845955045232,0.13377980136768436,0.09434341221512978,0.047226524887471304,0.2219441401749827,0.2831265371505557,0.2452304647196273,0.2020409463571378,0.12941802610835473,0.09324504024679794,0.10463063803529678,0.16079567441249237,0.1209981433655379,0.06363483139157457,0.013018460120809379,0.013570139668962125,0.011234083907565818,0.012387655362953944,0.014793503331472961,0.012713486369670967,0.014187849744269761,0.011998094216812869,0.011612005296255556,0.0121802100619994,0.009460957969598284,0.009372418193373977,0.009545788230141237,0.00766002551924794,0.00652923502199976,0.005356679691519634,0.004897987447379348,0.009563610344866191,0.009942200984699053,0.0070004206838984884,0.01215168871210786,0.013649907159146943,0.00910203421233857,0.012190024122436966,0.01111882738888594,0.111634589638561
0.10337405122532366,0.11043993704596729,0.08703405852222322,0.06823092627278361,0.04279369565844399,0.1673955323985922,0.14151924954157388,0.10917709704843283,0.0818521407257002,0.05524177303019822,0.21416814389479574,0.14763297359234068,0.12422151513490991,0.09056024322447873,0.037846876565567615,0.20957403640709002,0.23875745136615337,0.22146722981861458,0.18545201168445138,0.11798058304151195,0.08891390626844003,0.10463063803529678,0.1485767259408658,0.11449343050623312,0.0627340107493964,0.013018460120809379,0.009409995953884986,0.011234083907565817,0.012387655362953944,0.014793503331472963,0.012713486369670964,0.011739085602588795,0.011998094216812869,0.009907392976463631,0.009429108878209417,0.008232694608468712,0.005652612856024514,0.009545788230141237,0.006086482576543687,0.006529235021999761,0.005356679691519634,0.004897987447379348,0.0065392751965077135,0.009942200984699053,0.00698519612981413,0.01215168871210786,0.011214009373962587,0.00910203421233857,0.006399753949125912,0.01111882738888594,0.10615052984406549
0.10337405122532367,0.10004822019832128,0.07889291656482844,0.05156557139842557,0.03664751566529926,0.15940140790532953,0.1415192495415739,0.09670914312602759,0.07191470702076881,0.045071851352338786,0.18616225761081479,0.14763297359234068,0.09914291488882143,0.08322843723613675,0.037846876565567615,0.2008232067616695,0.21139644209257008,0.18631464785826715,0.16339690536141963,0.10352934253215314,0.08891390626844003,0.10463063803529675,0.12807582413538818,0.10660433891930791,0.06042879666365611,0.009595224755790192,0.009409995953884986,0.011234083907565817,0.012387655362953944,0.014793503331472961,0.010547527956653684,0.011739085602588795,0.011998094216812869,0.009907392976463631,0.007103944120900224,0.006458862310445248,0.005652612856024514,0.00624976125582487,0.006086482576543687,0.006529235021999761,0.005356679691519634,0.004897987447379348,0.0065392751965077135,0.006813787999966323,0.00698519612981413,0.01215168871210786,0.011214009373962587,0.00910203421233857,0.006399753949125912,0.008588080070203718,0.0974272588888804
0.09641664222806214,0.09266102224282811,0.07293149711798748,0.044200536771959516,0.025329113258010936,0.13949958293140205,0.12894240766900564,0.09148878220381113,0.07027034093746395,0.04224169101595109,0.16321723977303343,0.13695074811635258,0.09416995140954063,0.07357573218629744,0.03596339714184452,0.197371529818835,0.19230119406152527,0.16539672477389064,0.15772604911105786,0.09737030327050485,0.08891390626844005,0.10463063803529678,0.11838576185040965,0.10660433891930791,0.05490879377271311,0.009595224755790192,0.009409995953884986,0.011234083907565817,0.00638664639738527,0.013343343357974094,0.010547527956653684,0.011739085602588793,0.010055298490966518,0.009907392976463631,0.007103944120900224,0.006458862310445248,0.005652612856024514,0.00624976125582487,0.006086482576543687,0.005203060553029817,0.004279395136300748,0.004639221271114669,0.0065392751965077135,0.006813787999966323,0.006985196129814129,0.010210812428044875,0.011214009373962587,0.00910203421233857,0.006399753949125911,0.008588080070203718,0.0931714539726575
0.09641664222806211,0.07631581853795356,0.06123135931756943,0.041152035298897216,0.02532911325801094,0.11608678414303111,0.11362493620882365,0.08253313955623966,0.0657049467997314,0.03264714751268169,0.15289680014466553,0.12002110490975544,0.09008588127629709,0.07058679193890395,0.03265005963659952,0.1739612857809493,0.17386249804509774,0.1253138522439849,0.13919589043347885,0.09209185874629104,0.08604628859623124,0.09874215398158133,0.11213882115688255,0.09560504814537625,0.05131223760125611,0.009595224755790192,0.009409995953884986,0.005667117861963587,0.00525410828401022,0.008345089797602246,0.010547527956653686,0.010022972299616184,0.010055298490966516,0.009907392976463631,0.007103944120900224,0.006458862310445248,0.005652612856024514,0.004905442610833878,0.006086482576543688,0.005203060553029816,0.004279395136300748,0.004639221271114669,0.005103563777576786,0.006337709096857031,0.005516827342340016,0.010210812428044875,0.011214009373962587,0.005163245389770197,0.006399753949125912,0.008074790800789544,0.08436344750225541
