Region_Run_Title,Region_Run_Time_minutes
NE Region Run Time,1.1361053149999998
CA Region Run Time,0.49405006
NW Region Run Time,0.88989939
CEN Region Run Time,1.1804926833333333
MID_AT Region Run Time,1.1970563833333334
N_CEN Region Run Time,1.1327808283333334
SE Region Run Time,1.44415949
SW Region Run Time,0.89033821
TX Region Run Time,0.37151782499999997
Total Run Time for All Regions,8.736400185
