CA_WND 1,CA_WND 2,CA_WND 3,CA_WND 4,CA_WND 5,CA_PV 1,CA_PV 2,CA_PV 3,CA_PV 4,CA_PV 5,CA_OFWND 1
0.23707470022408705,0.1962516192087909,0.14219680328090506,0.10419522464290823,0.055916163067907955,0.5443681809140521,0.6279251481639327,0.5984862751210894,0.6147707177245684,0.64284270509251,0.7364685427058827
0.23185873671126625,0.19509255425801145,0.141009328657102,0.10313961310211342,0.05483128801013225,0.5099382847685454,0.5731439806836938,0.5577612650918918,0.5652675821905092,0.5958056256968278,0.7230462884361094
0.22500183948238037,0.1924408063326676,0.141009328657102,0.10313961310211342,0.05483128801013225,0.4661810311183466,0.5422411745967282,0.5234931670300756,0.5237500623823056,0.5592577746904741,0.7029058510606939
0.22215563127708832,0.18777350157242698,0.13672073366305418,0.10298313336106936,0.05483128801013224,0.4386770059374494,0.45542720912148654,0.4555362874569367,0.43438972724745206,0.48220547378717177,0.6519854773174633
0.21622037363314228,0.18587722919800195,0.13672073366305418,0.10217989056156704,0.05413815358563024,0.3539302409683192,0.413445814322256,0.40553283116570893,0.4132251680719083,0.4415134097028893,0.6323686708103526
0.2162203736331423,0.18587722919800198,0.1347033047682989,0.10217989056156705,0.054138153585630226,0.3279125295804606,0.3456442527803484,0.345464413932333,0.37247910991538535,0.38581504352102297,0.5992886839942498
0.2102861689806814,0.1814274320171933,0.1347033047682989,0.10052928403622972,0.053072511544101815,0.2843826100069002,0.3262485566280469,0.3151157409337286,0.32072457717008335,0.3481020819834714,0.5725012710825963
0.2102861689806814,0.17926940956026916,0.13250664708212923,0.10052928403622972,0.0520938929551277,0.24208159252010666,0.2671936248491985,0.2581173531057035,0.25212165566686834,0.305996725938136,0.5619913409379396
0.2102861689806814,0.1779269741062211,0.13225573488747722,0.09868502754881524,0.0520938929551277,0.20609937545472468,0.21379206810789853,0.21362823916460277,0.2346360910280603,0.2517006118387621,0.49792496182701806
0.20697161248951532,0.17569759337842591,0.13225573488747722,0.09868502754881524,0.0504443267997765,0.1738322616550257,0.17111963211657075,0.17747280667522622,0.1799643068404991,0.20774138563163086,0.4533489518544891
0.20316394013146474,0.1731007617799912,0.12954130216716142,0.09868502754881524,0.0504443267997765,0.16138024452540256,0.13345387390965352,0.14588295513211055,0.13985669062894823,0.1942307796697397,0.41559060635891826
