Counter,id,operational_status,capacity_mw,technology_description,OEO_region
6037,9563,existing,1.6,Landfill Gas,N_CEN
6038,9564,existing,0.8,Landfill Gas,N_CEN
6039,9565,existing,0.8,Landfill Gas,N_CEN
6040,9566,existing,0.8,Landfill Gas,N_CEN
6041,9567,existing,0.8,Landfill Gas,N_CEN
6042,9568,existing,0.8,Landfill Gas,N_CEN
6043,9569,existing,0.8,Landfill Gas,N_CEN
6044,9570,existing,0.8,Landfill Gas,N_CEN
6045,9571,existing,0.8,Landfill Gas,N_CEN
6046,9572,existing,0.8,Landfill Gas,N_CEN
6047,9573,existing,0.8,Landfill Gas,N_CEN
6049,9575,existing,5.9,Natural Gas Internal Combustion Engine,N_CEN
6050,9576,existing,5.9,Natural Gas Internal Combustion Engine,N_CEN
6051,9577,existing,5.9,Natural Gas Internal Combustion Engine,N_CEN
6052,9578,existing,5.9,Natural Gas Internal Combustion Engine,N_CEN
6053,9579,existing,5.9,Natural Gas Internal Combustion Engine,N_CEN
6054,9580,existing,1.6,Landfill Gas,NW
6055,9581,existing,1.6,Landfill Gas,NW
6058,9584,existing,264.6,Natural Gas Fired Combined Cycle,CEN
6059,9585,existing,196.9,Natural Gas Fired Combined Cycle,CEN
6060,9586,existing,196.9,Natural Gas Fired Combined Cycle,CEN
6061,9587,existing,7.2,Natural Gas Fired Combustion Turbine,CEN
6063,9589,existing,720,Conventional Steam Coal,CEN
6068,9597,existing,210,Natural Gas Fired Combustion Turbine,SW
6069,9598,existing,210,Natural Gas Fired Combustion Turbine,SW
6080,9609,existing,1,Landfill Gas,MID_AT
6081,9610,existing,1,Landfill Gas,MID_AT
6082,9611,existing,1,Landfill Gas,MID_AT
6083,9612,existing,1,Landfill Gas,MID_AT
6084,9613,existing,1,Landfill Gas,MID_AT
6085,9614,existing,1,Landfill Gas,MID_AT
6086,9615,existing,1,Landfill Gas,MID_AT
6087,9616,existing,1,Landfill Gas,MID_AT
6088,9617,existing,1,Landfill Gas,MID_AT
6089,9618,existing,1,Landfill Gas,MID_AT
6090,9619,existing,1,Landfill Gas,CA
6091,9620,existing,1,Landfill Gas,CA
6092,9621,existing,1,Landfill Gas,CA
6093,9622,existing,1,Landfill Gas,N_CEN
6094,9623,existing,1,Landfill Gas,N_CEN
6095,9624,existing,1,Landfill Gas,N_CEN
6096,9625,existing,1.9,Landfill Gas,NE
6097,9626,existing,1.9,Landfill Gas,NE
6098,9627,existing,1.9,Landfill Gas,NE
6099,9628,existing,2.1,Landfill Gas,NE
6101,9630,existing,2,Petroleum Liquids,MID_AT
6102,9631,existing,1.3,Petroleum Liquids,MID_AT
6103,9632,existing,2,Petroleum Liquids,MID_AT
6104,9633,existing,1.4,Petroleum Liquids,MID_AT
6105,9634,existing,1.4,Petroleum Liquids,MID_AT
6106,9635,existing,1.1,Landfill Gas,N_CEN
6107,9636,existing,1.1,Landfill Gas,N_CEN
6108,9637,existing,1.1,Landfill Gas,N_CEN
6126,9655,existing,527,Natural Gas Fired Combined Cycle,SE
6127,9656,existing,298,Natural Gas Fired Combined Cycle,SE
6128,9657,existing,298,Natural Gas Fired Combined Cycle,SE
6129,9658,existing,298,Natural Gas Fired Combined Cycle,SE
6130,9659,existing,527,Natural Gas Fired Combined Cycle,SE
6131,9660,existing,298,Natural Gas Fired Combined Cycle,SE
6132,9661,existing,298,Natural Gas Fired Combined Cycle,SE
6133,9662,existing,298,Natural Gas Fired Combined Cycle,SE
6134,9663,existing,527,Natural Gas Fired Combined Cycle,SE
6135,9664,existing,298,Natural Gas Fired Combined Cycle,SE
6136,9665,existing,298,Natural Gas Fired Combined Cycle,SE
6137,9666,existing,298,Natural Gas Fired Combined Cycle,SE
6140,9669,existing,3.2,Landfill Gas,CEN
6141,9670,existing,191.8,Natural Gas Fired Combined Cycle,SE
6142,9671,existing,219.6,Natural Gas Fired Combined Cycle,SE
6144,9674,existing,44,Natural Gas Fired Combustion Turbine,MID_AT
6155,9686,existing,1.5,Petroleum Liquids,TX
6156,9687,existing,4.6,Natural Gas Fired Combustion Turbine,TX
6161,9694,existing,1.8,Petroleum Liquids,MID_AT
6162,9695,existing,1.5,Petroleum Liquids,MID_AT
6163,9696,existing,1.8,Petroleum Liquids,MID_AT
6164,9697,existing,1.8,Petroleum Liquids,MID_AT
6165,9698,existing,1.8,Petroleum Liquids,MID_AT
6166,9703,existing,1.8,Petroleum Liquids,MID_AT
6167,9704,existing,1.8,Petroleum Liquids,MID_AT
6168,9705,existing,1.8,Petroleum Liquids,MID_AT
6175,9713,existing,8,Natural Gas Fired Combined Cycle,CA
6176,9714,existing,41,Natural Gas Fired Combined Cycle,CA
6180,9729,existing,115,Natural Gas Fired Combined Cycle,TX
6181,9730,existing,105.1,Natural Gas Fired Combined Cycle,TX
6182,9731,existing,90,Natural Gas Fired Combined Cycle,TX
6183,9732,existing,90,Natural Gas Fired Combined Cycle,TX
6184,9733,existing,90,Natural Gas Fired Combined Cycle,TX
6185,9734,existing,90,Natural Gas Fired Combined Cycle,TX
6186,9735,existing,98.1,Natural Gas Fired Combined Cycle,TX
6187,9736,existing,98.1,Natural Gas Fired Combined Cycle,TX
6188,9737,existing,86.5,Natural Gas Fired Combined Cycle,TX
6189,9738,existing,86.5,Natural Gas Fired Combined Cycle,TX
6190,9739,existing,90.6,Natural Gas Fired Combined Cycle,TX
6191,9740,existing,90.6,Natural Gas Fired Combined Cycle,TX
6192,9741,existing,2,Petroleum Liquids,CEN
6193,9742,existing,2,Petroleum Liquids,CEN
6195,9744,existing,1.2,Natural Gas Internal Combustion Engine,CA
6196,9745,existing,1.2,Natural Gas Internal Combustion Engine,CA
6197,9746,existing,1.2,Natural Gas Internal Combustion Engine,CA
6198,9747,existing,1.2,Natural Gas Internal Combustion Engine,CA
6199,9748,existing,1.2,Natural Gas Internal Combustion Engine,CA
6200,9749,existing,1.2,Natural Gas Internal Combustion Engine,CA
6201,9750,existing,1.2,Natural Gas Internal Combustion Engine,CA
6202,9751,existing,1.8,Petroleum Liquids,SE
6203,9752,existing,1.8,Petroleum Liquids,SE
6204,9753,existing,1.8,Petroleum Liquids,SE
6205,9754,existing,1.8,Petroleum Liquids,SE
6206,9755,existing,1.8,Petroleum Liquids,SE
6207,9756,existing,1.8,Petroleum Liquids,SE
6208,9757,existing,1.8,Petroleum Liquids,SE
6215,9777,existing,88,Natural Gas Fired Combustion Turbine,CEN
6216,9778,existing,88,Natural Gas Fired Combustion Turbine,CEN
6217,9779,existing,86.5,Natural Gas Fired Combustion Turbine,CEN
6218,9780,existing,86.5,Natural Gas Fired Combustion Turbine,CEN
6219,9781,existing,0.8,Landfill Gas,MID_AT
6220,9782,existing,0.8,Landfill Gas,MID_AT
6221,9783,existing,0.8,Landfill Gas,MID_AT
6222,9784,existing,0.8,Landfill Gas,MID_AT
6223,9785,existing,170,Natural Gas Fired Combustion Turbine,CEN
6224,9786,existing,170,Natural Gas Fired Combustion Turbine,CEN
6225,9787,existing,170,Natural Gas Fired Combustion Turbine,CEN
6226,9789,existing,1.6,Landfill Gas,NE
6227,9790,existing,1.6,Landfill Gas,NE
6228,9791,existing,1.6,Landfill Gas,NE
6229,9792,existing,1.6,Landfill Gas,NE
6234,9797,existing,1.6,Landfill Gas,NE
6235,9798,existing,1.6,Landfill Gas,NE
6236,9799,existing,1.6,Landfill Gas,NE
6237,9800,existing,1.6,Landfill Gas,NE
6245,9808,existing,95,Conventional Steam Coal,NW
6255,9821,existing,1.5,Natural Gas Steam Turbine,CEN
6256,9822,existing,1.5,Natural Gas Steam Turbine,CEN
6257,9823,existing,18.2,Natural Gas Fired Combined Cycle,CEN
6258,9824,existing,1.2,Petroleum Liquids,CEN
6259,9825,existing,7.8,Natural Gas Fired Combined Cycle,CEN
6260,9826,existing,7.8,Natural Gas Fired Combined Cycle,CEN
6273,9843,existing,80,Natural Gas Fired Combined Cycle,CA
6274,9844,existing,42,Natural Gas Fired Combined Cycle,CA
6275,9845,existing,42,Natural Gas Fired Combined Cycle,CA
6281,9852,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6282,9853,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6283,9854,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6284,9855,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6285,9856,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6286,9857,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6294,9865,existing,1.8,Petroleum Liquids,MID_AT
6295,9866,existing,2,Petroleum Liquids,MID_AT
6296,9868,existing,50.4,Natural Gas Fired Combustion Turbine,CEN
6297,9869,existing,50.4,Natural Gas Fired Combustion Turbine,CEN
6298,9871,existing,0.8,Landfill Gas,MID_AT
6299,9872,existing,0.8,Landfill Gas,MID_AT
6300,9873,existing,0.8,Landfill Gas,MID_AT
6301,9874,existing,0.8,Landfill Gas,MID_AT
6302,9875,existing,0.8,Landfill Gas,MID_AT
6303,9876,existing,0.8,Landfill Gas,MID_AT
6304,9877,existing,0.8,Landfill Gas,MID_AT
6305,9878,existing,0.8,Landfill Gas,MID_AT
6307,9880,existing,0.8,Landfill Gas,MID_AT
6308,9881,existing,0.8,Landfill Gas,MID_AT
6309,9882,existing,0.8,Landfill Gas,MID_AT
6310,9883,existing,1.6,Landfill Gas,MID_AT
6311,9884,existing,0.8,Landfill Gas,MID_AT
6312,9885,existing,0.8,Landfill Gas,MID_AT
6313,9886,existing,0.8,Landfill Gas,MID_AT
6314,9887,existing,0.8,Landfill Gas,MID_AT
6317,9890,existing,1.5,Petroleum Liquids,N_CEN
6318,9891,existing,1.5,Petroleum Liquids,N_CEN
6319,9892,existing,1.5,Petroleum Liquids,N_CEN
6324,9897,existing,1.8,Petroleum Liquids,N_CEN
6325,9898,existing,1.8,Petroleum Liquids,N_CEN
6326,9899,existing,1.1,Petroleum Liquids,N_CEN
6327,9901,existing,1.8,Petroleum Liquids,SE
6328,9902,existing,1.8,Petroleum Liquids,SE
6329,9903,existing,1.8,Petroleum Liquids,SE
6330,9904,existing,1.8,Petroleum Liquids,SE
6331,9905,existing,1.8,Petroleum Liquids,SE
6332,9906,existing,1.8,Petroleum Liquids,SE
6333,9907,existing,1.8,Petroleum Liquids,SE
6334,9908,existing,1.8,Petroleum Liquids,SE
6335,9909,existing,1.8,Petroleum Liquids,SE
6336,9910,existing,295.7,Natural Gas Fired Combined Cycle,NE
6337,9911,existing,179,Natural Gas Fired Combined Cycle,NE
6338,9912,existing,179,Natural Gas Fired Combined Cycle,NE
6341,9920,existing,40,Natural Gas Fired Combustion Turbine,SW
6342,9921,existing,40,Natural Gas Fired Combustion Turbine,SW
6348,9927,existing,1.6,Landfill Gas,NE
6349,9928,existing,0.8,Landfill Gas,NE
6350,9929,existing,0.8,Landfill Gas,NE
6351,9930,existing,0.8,Landfill Gas,NE
6352,9931,existing,0.8,Landfill Gas,NE
6353,9932,existing,0.8,Landfill Gas,NE
6354,9933,existing,0.8,Landfill Gas,NE
6355,9934,existing,0.8,Landfill Gas,NE
6356,9935,existing,1.6,Landfill Gas,NE
6357,9936,existing,1.6,Landfill Gas,NE
6358,9937,existing,0.8,Landfill Gas,NE
6359,9938,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6360,9939,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6361,9940,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6362,9941,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6363,9942,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6364,9943,existing,57.3,Natural Gas Fired Combustion Turbine,SE
6365,9944,existing,40,Natural Gas Fired Combustion Turbine,CEN
6366,9945,existing,40,Natural Gas Fired Combustion Turbine,CEN
6367,9946,existing,2,Petroleum Liquids,N_CEN
6368,9947,existing,2,Petroleum Liquids,N_CEN
6369,9948,existing,2,Petroleum Liquids,N_CEN
6370,9949,existing,2,Petroleum Liquids,N_CEN
6371,9950,existing,1,Petroleum Liquids,N_CEN
6372,9951,existing,1.7,Petroleum Liquids,N_CEN
6374,9953,existing,2,Petroleum Liquids,N_CEN
6375,9954,existing,173.4,Natural Gas Fired Combustion Turbine,N_CEN
6376,9955,existing,173.4,Natural Gas Fired Combustion Turbine,N_CEN
6378,9957,existing,60.5,Natural Gas Fired Combustion Turbine,CA
6379,9958,existing,60.5,Natural Gas Fired Combustion Turbine,CA
6380,9959,existing,95,Natural Gas Fired Combustion Turbine,CEN
6381,9960,existing,93.5,Natural Gas Fired Combustion Turbine,CEN
6382,9961,existing,316,Natural Gas Fired Combined Cycle,SW
6383,9962,existing,251,Natural Gas Fired Combined Cycle,SW
6384,9963,existing,206,Natural Gas Fired Combined Cycle,SW
6385,9964,existing,206,Natural Gas Fired Combined Cycle,SW
6386,9965,existing,203,Natural Gas Fired Combined Cycle,SW
6387,9966,existing,203,Natural Gas Fired Combined Cycle,SW
6388,9967,existing,152.7,Natural Gas Fired Combined Cycle,NE
6389,9968,existing,196.2,Natural Gas Fired Combined Cycle,NE
6390,9969,existing,32.9,Natural Gas Fired Combined Cycle,TX
6391,9970,existing,60.5,Natural Gas Fired Combined Cycle,TX
6392,9971,existing,60.5,Natural Gas Fired Combined Cycle,TX
6393,9972,existing,53,Natural Gas Fired Combustion Turbine,CA
6394,9973,existing,53,Natural Gas Fired Combustion Turbine,CA
6395,9977,existing,9,Natural Gas Fired Combined Cycle,SW
6398,9980,existing,171,Natural Gas Fired Combined Cycle,NW
6399,9981,existing,312,Natural Gas Fired Combined Cycle,NW
6410,9992,existing,242,Conventional Steam Coal,SW
6411,9993,existing,10.9,Natural Gas Fired Combustion Turbine,NW
6430,10016,existing,170,Natural Gas Fired Combined Cycle,NE
6431,10017,existing,170,Natural Gas Fired Combined Cycle,NE
6432,10018,existing,188,Natural Gas Fired Combined Cycle,NE
6434,10020,existing,2.2,Petroleum Liquids,N_CEN
6435,10026,existing,23.2,Petroleum Liquids,NE
6437,10028,existing,23.2,Petroleum Liquids,NE
6438,10029,existing,23.2,Petroleum Liquids,NE
6441,10032,existing,32,Natural Gas Fired Combined Cycle,NE
6442,10033,existing,50,Natural Gas Fired Combined Cycle,NE
6443,10034,existing,3.1,Natural Gas Internal Combustion Engine,CA
6444,10035,existing,3.1,Natural Gas Internal Combustion Engine,CA
6445,10036,existing,3.1,Natural Gas Internal Combustion Engine,CA
6446,10037,existing,3.1,Natural Gas Internal Combustion Engine,CA
6447,10038,existing,3.1,Natural Gas Internal Combustion Engine,CA
6448,10039,existing,3.1,Natural Gas Internal Combustion Engine,CA
6449,10040,existing,3.1,Natural Gas Internal Combustion Engine,CA
6450,10041,existing,3.1,Natural Gas Internal Combustion Engine,CA
6451,10042,existing,3.1,Natural Gas Internal Combustion Engine,CA
6452,10043,existing,3.1,Natural Gas Internal Combustion Engine,CA
6453,10044,existing,3.1,Natural Gas Internal Combustion Engine,CA
6454,10045,existing,3.1,Natural Gas Internal Combustion Engine,CA
6455,10046,existing,3.1,Natural Gas Internal Combustion Engine,CA
6456,10047,existing,3.1,Natural Gas Internal Combustion Engine,CA
6457,10048,existing,3.1,Natural Gas Internal Combustion Engine,CA
6458,10049,existing,3.1,Natural Gas Internal Combustion Engine,CA
6459,10050,existing,2.9,Natural Gas Internal Combustion Engine,CA
6460,10051,existing,2.9,Natural Gas Internal Combustion Engine,CA
6461,10052,existing,2.9,Natural Gas Internal Combustion Engine,CA
6462,10053,existing,2.9,Natural Gas Internal Combustion Engine,CA
6463,10054,existing,2.9,Natural Gas Internal Combustion Engine,CA
6464,10055,existing,2.9,Natural Gas Internal Combustion Engine,CA
6465,10056,existing,2.9,Natural Gas Internal Combustion Engine,CA
6466,10057,existing,2.9,Natural Gas Internal Combustion Engine,CA
6467,10058,existing,2.9,Natural Gas Internal Combustion Engine,CA
6468,10059,existing,2.9,Natural Gas Internal Combustion Engine,CA
6469,10060,existing,2.9,Natural Gas Internal Combustion Engine,CA
6470,10061,existing,2.9,Natural Gas Internal Combustion Engine,CA
6471,10062,existing,2.9,Natural Gas Internal Combustion Engine,CA
6472,10063,existing,2.9,Natural Gas Internal Combustion Engine,CA
6473,10064,existing,2.9,Natural Gas Internal Combustion Engine,CA
6474,10065,existing,2.9,Natural Gas Internal Combustion Engine,CA
6475,10076,existing,2,Petroleum Liquids,MID_AT
6476,10077,existing,2,Petroleum Liquids,MID_AT
6477,10078,existing,2,Petroleum Liquids,MID_AT
6478,10079,existing,75,Natural Gas Fired Combined Cycle,SW
6479,10080,existing,65,Natural Gas Fired Combined Cycle,SW
6485,10086,existing,173.4,Natural Gas Fired Combustion Turbine,N_CEN
6486,10087,existing,173.4,Natural Gas Fired Combustion Turbine,N_CEN
6487,10088,existing,122,Natural Gas Fired Combined Cycle,N_CEN
6488,10089,existing,212.5,Natural Gas Fired Combined Cycle,N_CEN
6490,10091,existing,6.4,Natural Gas Fired Combustion Turbine,SW
6493,10094,existing,82,Conventional Steam Coal,SW
6500,10101,existing,80,Natural Gas Fired Combined Cycle,TX
6502,10103,existing,180,Natural Gas Fired Combined Cycle,TX
6503,10104,existing,117,Natural Gas Fired Combustion Turbine,CEN
6504,10105,existing,117,Natural Gas Fired Combustion Turbine,CEN
6505,10106,existing,117,Natural Gas Fired Combustion Turbine,CEN
6506,10107,existing,203.2,Natural Gas Fired Combined Cycle,SE
6507,10108,existing,203.2,Natural Gas Fired Combined Cycle,SE
6508,10109,existing,203.2,Natural Gas Fired Combined Cycle,SE
6509,10110,existing,203.2,Natural Gas Fired Combined Cycle,SE
6510,10111,existing,281.9,Natural Gas Fired Combined Cycle,SE
6511,10112,existing,281.9,Natural Gas Fired Combined Cycle,SE
6517,10118,existing,2,Petroleum Liquids,CEN
6518,10119,existing,2,Petroleum Liquids,CEN
6519,10120,existing,2,Petroleum Liquids,CEN
6520,10124,existing,10,Natural Gas Fired Combustion Turbine,CA
6521,10125,existing,10,Natural Gas Fired Combustion Turbine,CA
6522,10126,existing,10,Natural Gas Fired Combustion Turbine,CA
6523,10127,existing,10,Natural Gas Fired Combustion Turbine,CA
6524,10128,existing,48,Natural Gas Fired Combustion Turbine,CA
6525,10129,existing,48,Natural Gas Fired Combustion Turbine,CA
6526,10130,existing,50,Natural Gas Fired Combustion Turbine,CA
6527,10131,existing,50,Natural Gas Fired Combustion Turbine,CA
6529,10133,existing,60.5,Petroleum Liquids,NE
6530,10135,existing,2,Petroleum Liquids,N_CEN
6531,10136,existing,60.5,Natural Gas Fired Combustion Turbine,CA
6532,10137,existing,60.5,Natural Gas Fired Combustion Turbine,CA
6533,10142,existing,2.9,Petroleum Liquids,SE
6534,10143,existing,2.9,Petroleum Liquids,SE
6535,10145,existing,2.9,Petroleum Liquids,SE
6536,10146,existing,1.8,Petroleum Liquids,CEN
6537,10147,existing,1.8,Petroleum Liquids,CEN
6538,10148,existing,1.8,Petroleum Liquids,CEN
6539,10149,existing,1.8,Petroleum Liquids,CEN
6540,10150,existing,10,Natural Gas Fired Combustion Turbine,CEN
6541,10151,existing,1.8,Petroleum Liquids,CEN
6542,10152,existing,1.8,Petroleum Liquids,CEN
6545,10155,existing,1.6,Landfill Gas,SE
6546,10156,existing,1.6,Landfill Gas,SE
6547,10157,existing,5.7,Landfill Gas,SE
6548,10158,existing,1.6,Landfill Gas,SE
6549,10159,existing,1.6,Landfill Gas,SE
6550,10160,existing,5.5,Landfill Gas,SE
6551,10161,existing,1.9,Landfill Gas,SE
6552,10162,existing,1.9,Landfill Gas,SE
6553,10163,existing,1.9,Landfill Gas,SE
6554,10164,existing,10.5,Landfill Gas,MID_AT
6555,10165,existing,6,Landfill Gas,MID_AT
6556,10166,existing,6,Landfill Gas,MID_AT
6557,10167,existing,1.8,Petroleum Liquids,N_CEN
6558,10168,existing,1.8,Petroleum Liquids,N_CEN
6559,10169,existing,1.8,Petroleum Liquids,N_CEN
6560,10170,existing,1.8,Petroleum Liquids,N_CEN
6561,10171,existing,1.8,Petroleum Liquids,N_CEN
6562,10172,existing,1.8,Petroleum Liquids,N_CEN
6563,10173,existing,1.8,Petroleum Liquids,N_CEN
6564,10174,existing,1.8,Petroleum Liquids,N_CEN
6565,10175,existing,1.8,Petroleum Liquids,N_CEN
6566,10176,existing,1.8,Petroleum Liquids,N_CEN
6567,10177,existing,1.8,Petroleum Liquids,N_CEN
6568,10178,existing,1.8,Petroleum Liquids,N_CEN
6569,10179,existing,1.4,Landfill Gas,TX
6570,10180,existing,1.4,Landfill Gas,TX
6571,10181,existing,1.4,Landfill Gas,TX
6572,10182,existing,1.4,Landfill Gas,TX
6573,10183,existing,1.4,Landfill Gas,TX
6574,10184,existing,1.4,Landfill Gas,TX
6575,10185,existing,1.4,Landfill Gas,TX
6578,10188,existing,50.4,Natural Gas Fired Combustion Turbine,CEN
6579,10189,existing,50.4,Natural Gas Fired Combustion Turbine,CEN
6582,10192,existing,320,Natural Gas Fired Combined Cycle,N_CEN
6583,10193,existing,210,Natural Gas Fired Combined Cycle,N_CEN
6585,10195,existing,305,Natural Gas Fired Combined Cycle,SW
6586,10196,existing,172,Natural Gas Fired Combined Cycle,SW
6587,10197,existing,172,Natural Gas Fired Combined Cycle,SW
6588,10198,existing,2.2,Petroleum Liquids,N_CEN
6589,10199,existing,2.2,Petroleum Liquids,N_CEN
6590,10200,existing,2.2,Petroleum Liquids,N_CEN
6591,10201,existing,2.2,Petroleum Liquids,N_CEN
6593,10203,existing,2,Petroleum Liquids,N_CEN
6594,10204,existing,2,Petroleum Liquids,N_CEN
6600,10210,existing,0.3,Other Gases,CA
6601,10211,existing,3.7,Other Gases,CA
6602,10212,existing,4,Other Gases,CA
6604,10226,existing,18,Other Waste Biomass,CEN
6605,10227,existing,110.8,Natural Gas Fired Combined Cycle,CA
6606,10228,existing,94.9,Natural Gas Fired Combined Cycle,CA
6607,10229,existing,94.9,Natural Gas Fired Combined Cycle,CA
6610,10233,existing,1.1,Petroleum Liquids,N_CEN
6611,10234,existing,1,Natural Gas Internal Combustion Engine,N_CEN
6612,10236,existing,54,Petroleum Liquids,N_CEN
6613,10237,existing,0.8,Landfill Gas,N_CEN
6614,10238,existing,0.8,Landfill Gas,N_CEN
6615,10239,existing,0.8,Landfill Gas,N_CEN
6616,10240,existing,701.3,Conventional Steam Coal,N_CEN
6617,10241,existing,701.3,Conventional Steam Coal,N_CEN
6618,10242,existing,1.8,Petroleum Liquids,SE
6619,10245,existing,1.8,Petroleum Liquids,SE
6620,10246,existing,1.8,Petroleum Liquids,SE
6621,10247,existing,1.8,Petroleum Liquids,SE
6622,10250,existing,1.8,Petroleum Liquids,SE
6626,10257,existing,1.8,Petroleum Liquids,N_CEN
6627,10258,existing,1.8,Petroleum Liquids,N_CEN
6628,10259,existing,1.8,Petroleum Liquids,N_CEN
6630,10261,existing,57.4,Natural Gas Fired Combustion Turbine,CA
6631,10263,existing,280.5,Natural Gas Fired Combined Cycle,NE
