Region_Name,Output_Title,Output_value
NW,Iter 1: New VRE Cluster 42 CapCred,0.5
NW,Iter 2: New VRE Cluster 42 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 42 CapCred,0.5
NW,Iter 1: New VRE Cluster 43 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 43 CapCred,0.5
NW,Iter 2: New VRE Cluster 43 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 43 CapCred,0.5
NW,Iter 1: New VRE Cluster 44 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 44 CapCred,0.5
NW,Iter 2: New VRE Cluster 44 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 44 CapCred,0.5
NW,Iter 1: New VRE Cluster 45 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 45 CapCred,0.5
NW,Iter 2: New VRE Cluster 45 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 45 CapCred,0.5
NW,Iter 1: New VRE Cluster 46 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 46 CapCred,0.5
NW,Iter 2: New VRE Cluster 46 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 46 CapCred,0.5
NW,Iter 1: New VRE Cluster 47 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 47 CapCred,0.5
NW,Iter 2: New VRE Cluster 47 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 47 CapCred,0.5
NW,Iter 1: New VRE Cluster 48 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 48 CapCred,0.5
NW,Iter 2: New VRE Cluster 48 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 48 CapCred,0.5
NW,Iter 1: New VRE Cluster 49 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 49 CapCred,0.5
NW,Iter 2: New VRE Cluster 49 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 49 CapCred,0.5
NW,Iter 1: New VRE Cluster 50 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 50 CapCred,0.5
NW,Iter 2: New VRE Cluster 50 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 50 CapCred,0.5
NW,Iter 1: New VRE Cluster 51 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 51 CapCred,0.5
NW,Iter 2: New VRE Cluster 51 ELCC (MW),1000.0
NW,Iter 2: New VRE Cluster 51 CapCred,1.0
NW,Iter 1: New VRE Cluster 52 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 52 CapCred,0.5
NW,Iter 2: New VRE Cluster 52 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 52 CapCred,0.5
NW,Iter 1: New VRE Cluster 53 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 53 CapCred,0.5
NW,Iter 2: New VRE Cluster 53 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 53 CapCred,0.5
NW,Iter 1: New VRE Cluster 54 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 54 CapCred,0.5
NW,Iter 2: New VRE Cluster 54 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 54 CapCred,0.5
NW,Iter 1: New VRE Cluster 55 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 55 CapCred,0.5
NW,Iter 2: New VRE Cluster 55 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 55 CapCred,0.5
NW,Iter 1: New VRE Cluster 56 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 56 CapCred,0.5
NW,Iter 2: New VRE Cluster 56 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 56 CapCred,0.5
NW,Iter 1: New VRE Cluster 57 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 57 CapCred,0.5
NW,Iter 2: New VRE Cluster 57 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 57 CapCred,0.5
NW,Iter 1: New VRE Cluster 58 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 58 CapCred,0.5
NW,Iter 2: New VRE Cluster 58 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 58 CapCred,0.5
NW,Iter 1: New VRE Cluster 59 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 59 CapCred,0.5
NW,Iter 2: New VRE Cluster 59 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 59 CapCred,0.5
NW,Iter 1: New VRE Cluster 60 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 60 CapCred,0.5
NW,Iter 2: New VRE Cluster 60 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 60 CapCred,0.5
NW,Iter 1: New VRE Cluster 61 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 61 CapCred,0.5
NW,Iter 2: New VRE Cluster 61 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 61 CapCred,0.5
NW,Iter 1: New VRE Cluster 62 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 62 CapCred,0.5
NW,Iter 2: New VRE Cluster 62 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 62 CapCred,0.5
NW,Iter 1: New VRE Cluster 63 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 63 CapCred,0.5
NW,Iter 2: New VRE Cluster 63 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 63 CapCred,0.5
NW,Iter 1: New VRE Cluster 64 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 64 CapCred,0.5
NW,Iter 2: New VRE Cluster 64 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 64 CapCred,0.5
NW,Iter 1: New VRE Cluster 65 ELCC (MW),500.0
NW,Iter 1: New VRE Cluster 65 CapCred,0.5
NW,Iter 2: New VRE Cluster 65 ELCC (MW),500.0
NW,Iter 2: New VRE Cluster 65 CapCred,0.5
SW,Base Ls value (MW),12500.0
SW,E_Solar_ELCC (MW),2500.0
SW,E_Solar_CapCred,0.4561461127228274
SW,E_On_Wind_ELCC (MW),1000.0
SW,E_On_Wind_CapCred,0.19689690478065688
SW,Iter 1: New VRE Cluster 1 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 1 CapCred,0.5
SW,Iter 2: New VRE Cluster 1 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 1 CapCred,1.0
SW,Iter 1: New VRE Cluster 2 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 2 CapCred,0.5
SW,Iter 2: New VRE Cluster 2 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 2 CapCred,1.0
SW,Iter 1: New VRE Cluster 3 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 3 CapCred,0.5
SW,Iter 2: New VRE Cluster 3 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 3 CapCred,1.0
SW,Iter 1: New VRE Cluster 4 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 4 CapCred,0.5
SW,Iter 2: New VRE Cluster 4 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 4 CapCred,1.0
SW,Iter 1: New VRE Cluster 5 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 5 CapCred,0.5
SW,Iter 2: New VRE Cluster 5 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 5 CapCred,1.0
SW,Iter 1: New VRE Cluster 6 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 6 CapCred,0.5
SW,Iter 2: New VRE Cluster 6 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 6 CapCred,1.0
SW,Iter 1: New VRE Cluster 7 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 7 CapCred,0.5
SW,Iter 2: New VRE Cluster 7 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 7 CapCred,1.0
SW,Iter 1: New VRE Cluster 8 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 8 CapCred,0.5
SW,Iter 2: New VRE Cluster 8 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 8 CapCred,1.0
SW,Iter 1: New VRE Cluster 9 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 9 CapCred,0.5
SW,Iter 2: New VRE Cluster 9 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 9 CapCred,1.0
SW,Iter 1: New VRE Cluster 10 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 10 CapCred,0.5
SW,Iter 2: New VRE Cluster 10 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 10 CapCred,1.0
SW,Iter 1: New VRE Cluster 11 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 11 CapCred,0.5
SW,Iter 2: New VRE Cluster 11 ELCC (MW),1000.0
