E_WND_N_AR_0_CEN,E_WND_N_AR_1_CEN,E_WND_N_AR_2_CEN,E_WND_N_AR_3_CEN,E_WND_N_AR_4_CEN,E_WND_N_MO_0_CEN,E_WND_N_MO_1_CEN,E_WND_N_MO_2_CEN,E_WND_N_MO_3_CEN,E_WND_N_MO_4_CEN,E_WND_N_SD_0_CEN,E_WND_N_SD_1_CEN,E_WND_N_SD_2_CEN,E_WND_N_SD_3_CEN,E_WND_N_SD_4_CEN,E_WND_N_NE_0_CEN,E_WND_N_NE_1_CEN,E_WND_N_NE_2_CEN,E_WND_N_NE_3_CEN,E_WND_N_NE_4_CEN,E_WND_N_LA_0_CEN,E_WND_N_LA_1_CEN,E_WND_N_LA_2_CEN,E_WND_N_LA_3_CEN,E_WND_N_LA_4_CEN,E_WND_N_OK_0_CEN,E_WND_N_OK_1_CEN,E_WND_N_OK_2_CEN,E_WND_N_OK_3_CEN,E_WND_N_OK_4_CEN,E_WND_N_KS_0_CEN,E_WND_N_KS_1_CEN,E_WND_N_KS_2_CEN,E_WND_N_KS_3_CEN,E_WND_N_KS_4_CEN,E_SOLPVCEN_N_AR_0_CEN,E_SOLPVCEN_N_AR_1_CEN,E_SOLPVCEN_N_AR_2_CEN,E_SOLPVCEN_N_AR_3_CEN,E_SOLPVCEN_N_AR_4_CEN,E_SOLPVCEN_N_KS_0_CEN,E_SOLPVCEN_N_KS_1_CEN,E_SOLPVCEN_N_KS_2_CEN,E_SOLPVCEN_N_KS_3_CEN,E_SOLPVCEN_N_KS_4_CEN,E_SOLPVCEN_N_OK_0_CEN,E_SOLPVCEN_N_OK_1_CEN,E_SOLPVCEN_N_OK_2_CEN,E_SOLPVCEN_N_OK_3_CEN,E_SOLPVCEN_N_OK_4_CEN,E_SOLPVCEN_N_LA_0_CEN,E_SOLPVCEN_N_LA_1_CEN,E_SOLPVCEN_N_LA_2_CEN,E_SOLPVCEN_N_LA_3_CEN,E_SOLPVCEN_N_LA_4_CEN,E_SOLPVCEN_N_NE_0_CEN,E_SOLPVCEN_N_NE_1_CEN,E_SOLPVCEN_N_NE_2_CEN,E_SOLPVCEN_N_NE_3_CEN,E_SOLPVCEN_N_NE_4_CEN,E_SOLPVCEN_N_SD_0_CEN,E_SOLPVCEN_N_SD_1_CEN,E_SOLPVCEN_N_SD_2_CEN,E_SOLPVCEN_N_SD_3_CEN,E_SOLPVCEN_N_SD_4_CEN,E_SOLPVCEN_N_MO_0_CEN,E_SOLPVCEN_N_MO_1_CEN,E_SOLPVCEN_N_MO_2_CEN,E_SOLPVCEN_N_MO_3_CEN,E_SOLPVCEN_N_MO_4_CEN,CEN_med_bl_0_100,CEN_med_bl_20_80,CEN_med_bl_40_60,CEN_med_bl_50_50,CEN_med_bl_60_40,CEN_med_bl_80_20,CEN_med_bl_100_0,CEN_mn_bl_0_100,CEN_mn_bl_20_80,CEN_mn_bl_40_60,CEN_mn_bl_50_50,CEN_mn_bl_60_40,CEN_mn_bl_80_20,CEN_mn_bl_100_0
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5
