MID_AT_WND 1,MID_AT_WND 2,MID_AT_WND 3,MID_AT_WND 4,MID_AT_WND 5,MID_AT_WND 6,MID_AT_WND 7,MID_AT_WND 8,MID_AT_WND 9,MID_AT_WND 10,MID_AT_WND 11,MID_AT_WND 12,MID_AT_WND 13,MID_AT_WND 14,MID_AT_WND 15,MID_AT_WND 16,MID_AT_WND 17,MID_AT_WND 18,MID_AT_WND 19,MID_AT_WND 20,MID_AT_WND 21,MID_AT_WND 22,MID_AT_WND 23,MID_AT_WND 24,MID_AT_WND 25,MID_AT_WND 26,MID_AT_WND 27,MID_AT_WND 28,MID_AT_WND 29,MID_AT_WND 30,MID_AT_WND 31,MID_AT_WND 32,MID_AT_WND 33,MID_AT_WND 34,MID_AT_WND 35,MID_AT_PV 1,MID_AT_PV 2,MID_AT_PV 3,MID_AT_PV 4,MID_AT_PV 5,MID_AT_PV 6,MID_AT_PV 7,MID_AT_PV 8,MID_AT_PV 9,MID_AT_PV 10,MID_AT_PV 11,MID_AT_PV 12,MID_AT_PV 13,MID_AT_PV 14,MID_AT_PV 15,MID_AT_PV 16,MID_AT_PV 17,MID_AT_PV 18,MID_AT_PV 19,MID_AT_PV 20,MID_AT_PV 21,MID_AT_PV 22,MID_AT_PV 23,MID_AT_PV 24,MID_AT_PV 25,MID_AT_PV 26,MID_AT_PV 27,MID_AT_PV 28,MID_AT_PV 29,MID_AT_PV 30,MID_AT_PV 31,MID_AT_PV 32,MID_AT_PV 33,MID_AT_PV 34,MID_AT_PV 35
0.12877845959672507,0.08564723763321169,0.10666740904562484,0.11574581490547552,0.11694494106757841,0.2456867335578023,0.1668861041578566,0.1710073279875429,0.19995616509620132,0.18280661897352085,0.3600632030764945,0.3020404095543776,0.3228869533509109,0.3269813599022146,0.3008726946974401,0.38239606761659384,0.32420714227914776,0.3026084753805961,0.2988964602792465,0.2827111117374328,0.2955927194828513,0.22864060328396443,0.2291655625822012,0.22186241620953126,0.22176592804955753,0.23446648886242802,0.1845934175052283,0.1288920349348139,0.09954437361081908,0.07508185331591549,0.19206341117933637,0.0919321242265192,0.08958471857874034,0.1182510979537327,0.13833185212325985,0.6502174408605405,0.6444974984110102,0.6667179013426352,0.7004639647750358,0.7279657020733837,0.7425759004185194,0.7258385387366356,0.6889196564224972,0.635458798438899,0.614096436926284,0.7263886696545618,0.7149278524019634,0.7038159556547074,0.7124313199560774,0.7100515300576299,0.7047021604788197,0.6916820708022854,0.6690628302622662,0.6282676241295136,0.5537597292365806,0.6362941839653224,0.6434897143831334,0.6723907015156314,0.6978238104474903,0.7031025952300182,0.6850163921378676,0.669337595638809,0.6619763288522097,0.6603420149803868,0.6704450444877078,0.7377770980199381,0.7263974527374677,0.7261475841791765,0.7357723046114871,0.7217378399273838
0.12877845959672507,0.08564723763321169,0.0993228518413276,0.10857256772537298,0.10716362506703266,0.2456867335578023,0.16688610415785657,0.1710073279875429,0.19995616509620132,0.18280661897352085,0.3600632030764945,0.30204040955437755,0.3228869533509109,0.3269813599022145,0.3008726946974401,0.38239606761659384,0.3242071422791479,0.3026084753805961,0.290711214947977,0.2720673625156044,0.2871866666223767,0.2286406032839644,0.22916556258220122,0.22186241620953126,0.22176592804955753,0.2232835772453132,0.1732936894190894,0.11605433778407986,0.08635298366013218,0.07418075138824805,0.18499987429855216,0.0919321242265192,0.08958471857874035,0.1182510979537327,0.1316188296735015,0.6181430503891794,0.592951747133286,0.6277524701402522,0.6587519648591024,0.6868129877987422,0.6998505324920137,0.680602743636936,0.643845814963517,0.6038863936792226,0.5685144686009395,0.6850183059439675,0.6750849404161217,0.6612225402098924,0.6818982151189374,0.6765661537865985,0.673434410331346,0.6520984750078029,0.6299525258818661,0.5997143323609473,0.5242240209500296,0.593342238095713,0.6052497871983645,0.6324179654251814,0.6674854468304631,0.6715380865005599,0.6444315634739529,0.6368081380493433,0.6296092018009368,0.6298443498106227,0.6292538001174652,0.698705148023865,0.6951775478030479,0.6860183334262344,0.6921088018950262,0.6906944359132011
0.12317750852933937,0.0814490277901202,0.0993228518413276,0.1079391911080584,0.10716362506703268,0.24568673355780235,0.16688610415785657,0.1710073279875429,0.18559398404637772,0.1696337929772499,0.3600632030764945,0.30204040955437755,0.30658037731680216,0.3101611790660802,0.28289450126307125,0.3663650751667175,0.3162193888866261,0.28766682676713623,0.28319177507250437,0.26488014052989434,0.2871866666223767,0.22098428214806504,0.22387209078634185,0.2152334860393244,0.21494361611587393,0.21678582930448387,0.16777118376158742,0.11605433778407986,0.08635298366013221,0.06877983866890866,0.17688992240676993,0.0919321242265192,0.08958471857874035,0.11233270200514164,0.1316188296735015,0.6035057971983399,0.592951747133286,0.6145541125357258,0.6244974617057041,0.6440894017157792,0.688604935467817,0.6637220697681737,0.6252718987950626,0.5729803018164352,0.537477369242641,0.6669797680736539,0.656312181571121,0.6438831469452048,0.6542390075296082,0.6765661537865985,0.6533106554734169,0.635864105604024,0.611951138644302,0.5929516393994406,0.5242240209500296,0.5859922596824014,0.5978366642138953,0.6166380343320879,0.649261832177927,0.6715380865005599,0.6444315634739529,0.615914816395384,0.6240021648722063,0.6222741813784044,0.6292538001174652,0.6812692153724638,0.670647860424738,0.669883354124499,0.6761393191648004,0.6732393181427848
0.12317750852933937,0.0814490277901202,0.09932285184132761,0.10414719189762987,0.10716362506703268,0.24568673355780238,0.16688610415785657,0.1615340333340794,0.1725758673715236,0.15585330993756333,0.33311989864117036,0.2751516709471047,0.276781939988126,0.28801684636234137,0.25395335334066504,0.3663650751667174,0.31046108197061373,0.28766682676713623,0.28319177507250437,0.26488014052989434,0.2815616537597381,0.22098428214806506,0.22387209078634185,0.21523348603932443,0.21494361611587393,0.20373466948358157,0.16777118376158742,0.11605433778407986,0.08200525073991911,0.06877983866890866,0.17688992240676987,0.08858377452380903,0.08583664867612352,0.11233270200514162,0.1316188296735015,0.5727641226676569,0.5728294689782405,0.5949585688918236,0.5957460106595268,0.5862441018726079,0.6783682537310454,0.6637220697681737,0.6252718987950626,0.562857674269287,0.5213647416188938,0.6669797680736541,0.6563121815711211,0.6438831469452048,0.6542390075296083,0.6412027915115356,0.6483075596069382,0.635864105604024,0.611951138644302,0.5765367647677716,0.5242240209500295,0.5859922596824014,0.5887296229649149,0.6166380343320879,0.6352934868264795,0.6425913437820414,0.6083840281914279,0.5904937209087702,0.6046446788709511,0.5864163582529147,0.5933822035328435,0.6812692153724638,0.6706478604247379,0.6698833541244992,0.6761393191648004,0.6732393181427849
0.12317750852933937,0.0814490277901202,0.09932285184132761,0.10414719189762989,0.10108489671055614,0.23750054364573153,0.16688610415785657,0.16153403333407937,0.1725758673715236,0.15585330993756333,0.3215537612354494,0.260927666899345,0.276781939988126,0.28134062002592325,0.253953353340665,0.3564146471061701,0.31046108197061373,0.27824666564604317,0.2731532309203219,0.25421612607994953,0.27052011605256054,0.19628414944909714,0.18976470402570175,0.17086416964925352,0.19058372522973893,0.20373466948358157,0.1677711837615874,0.11312500096922865,0.08200525073991911,0.06877983866890866,0.1626610969954201,0.08858377452380903,0.08583664867612352,0.11233270200514162,0.1316188296735015,0.5727641226676569,0.5361117858673655,0.5575800867200518,0.5745376188470943,0.586244101872608,0.6729594354933635,0.6540399330158061,0.6076873380345374,0.5316203178570651,0.48956483767172726,0.6480198002894995,0.6359057529585715,0.6030435725237553,0.6262903462571857,0.614421627968008,0.6483075596069382,0.635864105604024,0.611951138644302,0.5765367647677716,0.502919416577764,0.5526944199997776,0.5683979298669537,0.6003007912260151,0.6352934868264795,0.6425913437820414,0.5886346915386778,0.5775455184400823,0.5735383750245966,0.5690184166260688,0.576043011189919,0.6721630278322079,0.6706478604247379,0.659985311885064,0.6661998018696548,0.6650803414287448
0.12317750852933937,0.0814490277901202,0.08513484837751224,0.08777350086128477,0.10108489671055615,0.22842332815381672,0.16086254963730956,0.15283657914910556,0.1725758673715236,0.14233988948313275,0.3215537612354494,0.260927666899345,0.27081000756873874,0.27522920491412,0.25395335334066504,0.35641464710617,0.3017547608995515,0.27824666564604317,0.2731532309203219,0.25421612607994953,0.27052011605256054,0.18355725405508727,0.18976470402570178,0.17086416964925352,0.1905837252297389,0.18912453079533958,0.1677711837615874,0.11312500096922866,0.08200525073991911,0.06877983866890866,0.1626610969954201,0.08858377452380903,0.08583664867612352,0.11233270200514163,0.12240089438272468,0.5490020152700636,0.5361117858673655,0.5575800867200518,0.5642337596755019,0.5862441018726079,0.6627423078155524,0.6439931166234695,0.5851446142531942,0.531620317857065,0.4806485270882542,0.6182414752868151,0.6359057529585715,0.568479401058846,0.5946487281262836,0.5797702268690765,0.6452685575584087,0.635864105604024,0.611951138644302,0.5602459188742721,0.49045953569346135,0.5526944199997776,0.5683979298669537,0.5665797668562461,0.6016485345861824,0.6425913437820414,0.5778397982962737,0.5602116441575632,0.5574538809887203,0.5524009443319755,0.5588041061896576,0.6455069622558373,0.652449261834542,0.659985311885064,0.6569281580304106,0.6221831522964009
0.12317750852933937,0.08144902779012021,0.07999432557124728,0.08301356230393861,0.09357317416529436,0.22061031357914973,0.1512399426621201,0.15283657914910556,0.1598846093626282,0.14233988948313273,0.3215537612354494,0.24464664189626767,0.25373982393722466,0.2564614124817847,0.2296109176852556,0.34668288780381995,0.2918263001602136,0.268844590540537,0.26386091246013554,0.2542161260799495,0.25658858395998785,0.18355725405508727,0.18976470402570178,0.17086416964925352,0.1905837252297389,0.18912453079533953,0.15841831027939524,0.11312500096922865,0.08200525073991911,0.06877983866890866,0.15769005503511152,0.08858377452380903,0.08583664867612352,0.11233270200514159,0.12205028416819041,0.5216631084863202,0.5085966026400618,0.532710795980841,0.5366384584805803,0.5385067571923325,0.6288419278765065,0.6178354740800756,0.5487935823593313,0.50285120780902,0.46055702374259894,0.618241475286815,0.5824086854334427,0.568479401058846,0.5946487281262836,0.5797702268690765,0.604174381218669,0.5934285657695179,0.581257328765701,0.5387604945048361,0.4819101158064301,0.5306344224633094,0.5396570741834659,0.5665797668562461,0.6016485345861825,0.6095285803815302,0.5548553714099106,0.5312547096736723,0.5289821713417572,0.524859855584353,0.5281445368653401,0.6212901873355271,0.6103038442093751,0.6150518692811524,0.6091479509077565,0.6089828875683708
0.12317750852933937,0.07448130512502449,0.07999432557124728,0.08061119018858826,0.09357317416529436,0.21010061138026148,0.14468198641291682,0.1364679287940427,0.1598846093626282,0.14233988948313273,0.30792340572985855,0.24464664189626767,0.25373982393722466,0.2564614124817847,0.22961091768525563,0.3440747939520295,0.2918263001602136,0.268844590540537,0.26386091246013554,0.24543463721941966,0.2546827661729887,0.18355725405508727,0.18251335862672297,0.17086416964925352,0.1798074542092653,0.18912453079533953,0.1447088262053691,0.11312500096922866,0.08200525073991911,0.06877983866890866,0.1513442959495949,0.08858377452380903,0.08583664867612352,0.10422128581358311,0.11329309182997045,0.4942187826309954,0.5085966026400618,0.532710795980841,0.5366384584805803,0.5385067571923325,0.6288419278765065,0.6107728448352483,0.5007931751788124,0.48098983818387075,0.45192499686261434,0.6068116911329825,0.5824086854334426,0.5684794010588459,0.581855321626942,0.5609683591519627,0.5926806791571797,0.5934285657695179,0.5712648546287522,0.5387604945048361,0.4550541515154879,0.5306344224633094,0.5396570741834659,0.5665797668562461,0.5972573922230523,0.6095285803815302,0.5241616123216625,0.5232368715511226,0.5161354591755044,0.524859855584353,0.5112488997677906,0.6212901873355271,0.6103038442093749,0.6078286184955977,0.6091479509077565,0.6089828875683708
0.11133193134418462,0.07448130512502449,0.07451930642086727,0.08061119018858826,0.08502768892687444,0.21010061138026148,0.14468198641291682,0.1303573924071067,0.15051557781361447,0.14233988948313273,0.30792340572985855,0.24464664189626764,0.2537398239372246,0.2441462556454366,0.22961091768525563,0.3440747939520295,0.2918263001602136,0.26884459054053705,0.26386091246013554,0.24543463721941966,0.2546827661729887,0.18355725405508724,0.18251335862672297,0.17086416964925352,0.17136650486478314,0.17998851817445577,0.1447088262053691,0.10597205971074924,0.08200525073991911,0.06877983866890866,0.14523997772529698,0.08471944718146006,0.08333338993113917,0.09790529117267756,0.11329309182997045,0.4882792082118055,0.48397379398885304,0.532710795980841,0.5093138753252947,0.509492259050352,0.5864266990210083,0.5747440803107096,0.5007931751788124,0.45453606702632077,0.4215763826561064,0.557315749665419,0.5607031324276747,0.5125726370279801,0.5384523028216942,0.5367935425359209,0.5926806791571796,0.5831033165026901,0.5673909177995785,0.5348903526301533,0.44331942934179996,0.5306344224633094,0.5396570741834658,0.5665797668562461,0.5972573922230524,0.6016627436487428,0.5169634671485693,0.5232368715511226,0.5148312065718758,0.5227726866727137,0.5112488997677906,0.5485355879917575,0.589389764508028,0.5851670928461239,0.5847866271296241,0.5638842654269791
0.10973397745946777,0.07244349918420173,0.07451930642086727,0.08061119018858826,0.08305371580228472,0.21010061138026148,0.13676827949694534,0.12506293316863745,0.15051557781361447,0.14233988948313273,0.30792340572985855,0.24080064705275006,0.23981432545974812,0.24414625564543666,0.2183006934831876,0.3335031922286861,0.2918263001602136,0.26884459054053705,0.26386091246013554,0.2454346372194197,0.25097252258908126,0.18355725405508724,0.18251335862672297,0.17086416964925352,0.17136650486478305,0.17998851817445577,0.14470882620536907,0.10241927574684004,0.08200525073991911,0.06877983866890866,0.13516925923610887,0.07737233122078305,0.08333338993113917,0.09790529117267756,0.10675100080960885,0.4421751711920195,0.48397379398885304,0.4723294728133292,0.4798173535062473,0.48004604522767474,0.5286546379678331,0.49756236804838344,0.45226437377910317,0.4030129715502483,0.40367310544922164,0.5403085022399314,0.5106912763634339,0.5125726370279801,0.5176991146451209,0.5085245755680589,0.54464531106094,0.5439584366527417,0.5479696447291459,0.5348903526301533,0.4433194293417999,0.5176924690605113,0.5231708384648907,0.5284724617347671,0.549023029018757,0.5723319123197546,0.4887098231173014,0.48221904091908335,0.4891714682349798,0.4730287411520208,0.48730774032719937,0.5485355879917575,0.532071578309641,0.5380360929132825,0.5402528811989052,0.5374243167724128
