,id,operational_status,capacity_mw,technology_description,OEO_region
4012,7233,existing,1.5,Onshore Wind Turbine,N_CEN
4014,7257,existing,0.5,Solar Photovoltaic,CA
4015,7258,existing,0.5,Solar Photovoltaic,CA
4016,7259,existing,0.5,Solar Photovoltaic,CA
4017,7260,existing,0.5,Solar Photovoltaic,CA
4018,7261,existing,0.5,Solar Photovoltaic,CA
4019,7262,existing,0.5,Solar Photovoltaic,CA
4020,7263,existing,0.5,Solar Photovoltaic,CA
4021,7264,existing,0.5,Solar Photovoltaic,CA
4022,7265,existing,0.5,Solar Photovoltaic,CA
4023,7266,existing,0.5,Solar Photovoltaic,CA
4024,7267,existing,0.5,Solar Photovoltaic,CA
4025,7268,existing,0.5,Solar Photovoltaic,CA
4026,7269,existing,0.5,Solar Photovoltaic,CA
4027,7270,existing,0.5,Solar Photovoltaic,CA
4028,7271,existing,0.5,Solar Photovoltaic,CA
4029,7272,existing,0.5,Solar Photovoltaic,CA
4030,7327,existing,0.5,Solar Photovoltaic,CA
4031,7328,existing,0.5,Solar Photovoltaic,CA
4032,7329,existing,0.5,Solar Photovoltaic,CA
4033,7330,existing,0.5,Solar Photovoltaic,CA
4034,7331,existing,0.5,Solar Photovoltaic,CA
4035,7337,existing,186,Onshore Wind Turbine,NE
4036,7338,existing,105.3,Onshore Wind Turbine,NW
4037,7349,existing,265,Onshore Wind Turbine,NW
4038,7351,existing,1.1,Solar Photovoltaic,SW
4039,7352,existing,20,Solar Photovoltaic,CA
4040,7353,existing,20,Solar Photovoltaic,CA
4042,7355,existing,10,Solar Photovoltaic,CA
4043,7356,existing,225,Onshore Wind Turbine,TX
4044,7357,existing,1.9,Solar Photovoltaic,MID_AT
4045,7360,existing,20,Onshore Wind Turbine,CEN
4046,7361,existing,80,Onshore Wind Turbine,CEN
4052,7367,existing,265.4,Onshore Wind Turbine,CA
4053,7368,existing,2,Solar Photovoltaic,SW
4054,7369,existing,3,Solar Photovoltaic,SW
4055,7370,existing,1,Solar Photovoltaic,CA
4062,7377,existing,443.9,Onshore Wind Turbine,N_CEN
4063,7378,existing,119.6,Onshore Wind Turbine,N_CEN
4064,7379,existing,15,Solar Photovoltaic,CA
4065,7380,existing,15,Solar Photovoltaic,CA
4066,7381,existing,20,Solar Photovoltaic,CA
4069,7384,existing,1,Solar Photovoltaic,MID_AT
4070,7385,existing,150.4,Onshore Wind Turbine,N_CEN
4079,7394,existing,148.7,Solar Photovoltaic,CA
4080,7395,existing,128.9,Solar Photovoltaic,CA
4083,7398,existing,2,Solar Photovoltaic,MID_AT
4084,7399,existing,3,Solar Photovoltaic,MID_AT
4085,7400,existing,3,Solar Photovoltaic,MID_AT
4086,7401,existing,8,Solar Photovoltaic,MID_AT
4087,7402,existing,189,Onshore Wind Turbine,CA
4100,7415,existing,2.2,Solar Photovoltaic,NE
4102,7421,existing,10,Onshore Wind Turbine,TX
4103,7422,existing,1.6,Solar Photovoltaic,NE
4106,7425,existing,1,Solar Photovoltaic,MID_AT
4108,7427,existing,150,Onshore Wind Turbine,N_CEN
4109,7428,existing,66,Onshore Wind Turbine,N_CEN
4115,7434,existing,1.8,Solar Photovoltaic,MID_AT
4116,7435,existing,200,Onshore Wind Turbine,N_CEN
4117,7436,existing,8,Solar Photovoltaic,MID_AT
4118,7437,existing,1,Solar Photovoltaic,SE
4119,7449,existing,49,Onshore Wind Turbine,CA
4120,7450,existing,3.8,Solar Photovoltaic,MID_AT
4123,7453,existing,26,Solar Photovoltaic,CA
4126,7456,existing,302,Onshore Wind Turbine,MID_AT
4127,7457,existing,18,Solar Photovoltaic,MID_AT
4129,7459,existing,97.6,Onshore Wind Turbine,MID_AT
4136,7466,existing,23,Onshore Wind Turbine,NW
4145,7475,existing,52,Solar Photovoltaic,SW
4146,7476,existing,0.5,Solar Photovoltaic,CA
4147,7477,existing,0.5,Solar Photovoltaic,CA
4148,7478,existing,0.5,Solar Photovoltaic,CA
4149,7479,existing,0.5,Solar Photovoltaic,CA
4150,7480,existing,0.5,Solar Photovoltaic,CA
4151,7481,existing,0.5,Solar Photovoltaic,CA
4152,7482,existing,0.5,Solar Photovoltaic,CA
4153,7483,existing,0.5,Solar Photovoltaic,CA
4154,7484,existing,0.5,Solar Photovoltaic,CA
4155,7485,existing,0.5,Solar Photovoltaic,CA
4156,7486,existing,40,Solar Photovoltaic,CA
4157,7487,existing,70,Solar Photovoltaic,CA
4158,7488,existing,86.5,Solar Photovoltaic,CA
4159,7489,existing,21,Solar Photovoltaic,CA
4160,7490,existing,32.3,Solar Photovoltaic,CA
4161,7491,existing,1.6,Solar Photovoltaic,SE
4164,7494,existing,1.3,Solar Photovoltaic,MID_AT
4165,7495,existing,1.3,Solar Photovoltaic,MID_AT
4166,7496,existing,1.3,Solar Photovoltaic,MID_AT
4167,7497,existing,1.3,Solar Photovoltaic,MID_AT
4168,7498,existing,1.3,Solar Photovoltaic,MID_AT
4169,7499,existing,10,Onshore Wind Turbine,N_CEN
4173,7503,existing,44,Onshore Wind Turbine,N_CEN
4174,7504,existing,23,Onshore Wind Turbine,NW
4175,7505,existing,23,Onshore Wind Turbine,NW
4176,7506,existing,23,Onshore Wind Turbine,NW
4177,7507,existing,23,Onshore Wind Turbine,NW
4178,7508,existing,23,Onshore Wind Turbine,NW
4182,7512,existing,210,Onshore Wind Turbine,N_CEN
4183,7513,existing,1,Solar Photovoltaic,CA
4184,7514,existing,102,Onshore Wind Turbine,N_CEN
4187,7517,existing,40.8,Onshore Wind Turbine,N_CEN
4188,7518,existing,145,Onshore Wind Turbine,TX
4189,7519,existing,1.7,Onshore Wind Turbine,NE
4190,7520,existing,3,Solar Photovoltaic,MID_AT
4215,7545,existing,1.2,Solar Photovoltaic,SE
4224,7555,existing,1.6,Solar Photovoltaic,MID_AT
4225,7556,existing,2.5,Solar Photovoltaic,MID_AT
4226,7557,existing,20,Onshore Wind Turbine,N_CEN
4227,7558,existing,125,Solar Thermal without Energy Storage,CA
4228,7559,existing,125,Solar Thermal without Energy Storage,CA
4231,7562,existing,1.2,Solar Photovoltaic,SW
4232,7564,existing,2.6,Solar Photovoltaic,MID_AT
4233,7565,existing,62.4,Onshore Wind Turbine,N_CEN
4234,7566,existing,25.3,Onshore Wind Turbine,N_CEN
4235,7567,existing,30,Onshore Wind Turbine,N_CEN
4236,7568,existing,2.5,Solar Photovoltaic,MID_AT
4237,7569,existing,1.5,Solar Photovoltaic,MID_AT
4238,7570,existing,3.6,Solar Photovoltaic,MID_AT
4239,7571,existing,2.7,Solar Photovoltaic,MID_AT
4240,7572,existing,28.5,Onshore Wind Turbine,NE
4241,7573,existing,65.1,Onshore Wind Turbine,SW
4242,7574,existing,253,Solar Photovoltaic,CA
4243,7575,existing,9,Solar Photovoltaic,SW
4244,7576,existing,10,Solar Photovoltaic,SW
4247,7579,existing,20,Onshore Wind Turbine,N_CEN
4248,7580,existing,205.5,Onshore Wind Turbine,N_CEN
4249,7581,existing,121,Solar Photovoltaic,SW
4250,7582,existing,136,Solar Photovoltaic,SW
4251,7583,existing,90.7,Solar Photovoltaic,SW
4253,7585,existing,1.6,Solar Photovoltaic,NW
4254,7587,existing,30,Solar Photovoltaic,SW
4255,7588,existing,3,Solar Photovoltaic,MID_AT
4264,7597,existing,1.3,Solar Photovoltaic,MID_AT
4265,7598,existing,2,Solar Photovoltaic,MID_AT
4266,7599,existing,19,Solar Photovoltaic,CA
4267,7600,existing,20,Solar Photovoltaic,CA
4268,7601,existing,6,Solar Photovoltaic,CA
4269,7602,existing,151.8,Onshore Wind Turbine,CEN
4270,7603,existing,102.4,Onshore Wind Turbine,SW
4283,7616,existing,4.5,Onshore Wind Turbine,NE
4286,7619,existing,1,Solar Photovoltaic,MID_AT
4287,7620,existing,1.5,Onshore Wind Turbine,N_CEN
4288,7621,existing,1.5,Onshore Wind Turbine,N_CEN
4289,7622,existing,1.5,Onshore Wind Turbine,N_CEN
4294,7627,existing,102.4,Onshore Wind Turbine,CEN
4295,7628,existing,99.2,Onshore Wind Turbine,CEN
4296,7629,existing,98.9,Onshore Wind Turbine,CEN
4304,7637,existing,150,Onshore Wind Turbine,N_CEN
4305,7638,existing,1.7,Solar Photovoltaic,MID_AT
4306,7640,existing,20.2,Solar Photovoltaic,SW
4307,7641,existing,10,Solar Photovoltaic,MID_AT
4308,7642,existing,1,Solar Photovoltaic,SE
4309,7643,existing,1.3,Solar Photovoltaic,SE
4310,7644,existing,1.9,Solar Photovoltaic,SE
4311,7645,existing,201,Onshore Wind Turbine,NW
4312,7646,existing,227,Onshore Wind Turbine,CEN
4313,7647,existing,140,Solar Thermal without Energy Storage,CA
4314,7648,existing,140,Solar Thermal without Energy Storage,CA
4315,7649,existing,1.2,Solar Photovoltaic,MID_AT
4316,7650,existing,200,Onshore Wind Turbine,NW
4317,7651,existing,49.5,Onshore Wind Turbine,CEN
4318,7652,existing,217.5,Onshore Wind Turbine,N_CEN
4321,7657,existing,1.2,Solar Photovoltaic,SE
4322,7658,existing,151.2,Onshore Wind Turbine,NW
4323,7659,existing,50,Onshore Wind Turbine,NW
4324,7660,existing,20,Solar Photovoltaic,SW
4325,7661,existing,35,Solar Photovoltaic,SW
4326,7662,existing,252,Onshore Wind Turbine,SW
4327,7663,existing,1.2,Solar Photovoltaic,CA
4328,7664,existing,1.2,Solar Photovoltaic,CA
4329,7666,existing,1,Solar Photovoltaic,CA
4330,7667,existing,1.3,Solar Photovoltaic,CA
4331,7668,existing,1.1,Solar Photovoltaic,CA
4332,7669,existing,2.2,Solar Photovoltaic,CA
4333,7671,existing,8.5,Solar Photovoltaic,CA
4334,7672,existing,10,Solar Photovoltaic,CA
4335,7674,existing,75,Onshore Wind Turbine,TX
4336,7675,existing,75,Onshore Wind Turbine,TX
4337,7676,existing,6.5,Onshore Wind Turbine,CA
4338,7677,existing,8,Onshore Wind Turbine,CA
4339,7678,existing,70,Onshore Wind Turbine,MID_AT
4340,7679,existing,111,Onshore Wind Turbine,NW
4359,7698,existing,1.6,Onshore Wind Turbine,N_CEN
4360,7699,existing,1.6,Onshore Wind Turbine,N_CEN
4364,7703,existing,66,Solar Photovoltaic,CA
4365,7704,existing,168,Onshore Wind Turbine,CA
4366,7705,existing,102,Onshore Wind Turbine,CA
4367,7706,existing,150,Onshore Wind Turbine,CA
4368,7707,existing,150,Onshore Wind Turbine,CA
4369,7708,existing,151.8,Onshore Wind Turbine,SW
4370,7709,existing,22.5,Onshore Wind Turbine,SW
4371,7710,existing,36,Onshore Wind Turbine,N_CEN
4372,7711,existing,74,Onshore Wind Turbine,NE
4373,7712,existing,101.2,Onshore Wind Turbine,CEN
4374,7713,existing,50,Onshore Wind Turbine,MID_AT
4375,7714,existing,200,Onshore Wind Turbine,N_CEN
4377,7716,existing,60,Onshore Wind Turbine,CEN
4378,7717,existing,150,Onshore Wind Turbine,CA
4380,7719,existing,1,Solar Photovoltaic,MID_AT
4381,7720,existing,40,Onshore Wind Turbine,CEN
4382,7721,existing,125,Solar Thermal with Energy Storage,SW
4383,7722,existing,20,Onshore Wind Turbine,N_CEN
4384,7723,existing,1,Solar Photovoltaic,NE
4385,7724,existing,1,Solar Photovoltaic,NE
4386,7725,existing,38,Onshore Wind Turbine,MID_AT
4391,7730,existing,1,Solar Photovoltaic,NE
4392,7731,existing,10,Onshore Wind Turbine,CEN
4393,7732,existing,10,Onshore Wind Turbine,CEN
4394,7733,existing,79.9,Onshore Wind Turbine,CEN
4395,7734,existing,130,Onshore Wind Turbine,CEN
4396,7735,existing,150,Onshore Wind Turbine,TX
4397,7736,existing,2.5,Onshore Wind Turbine,CEN
4398,7737,existing,2.5,Onshore Wind Turbine,CEN
4399,7738,existing,2.5,Onshore Wind Turbine,CEN
4400,7739,existing,0.6,Onshore Wind Turbine,CEN
4401,7740,existing,0.6,Onshore Wind Turbine,CEN
4402,7741,existing,0.7,Onshore Wind Turbine,CEN
4403,7742,existing,1,Onshore Wind Turbine,N_CEN
4405,7744,existing,10.1,Solar Photovoltaic,MID_AT
4408,7747,existing,1,Solar Photovoltaic,CA
4409,7748,existing,1.5,Onshore Wind Turbine,NE
4410,7749,existing,1.5,Onshore Wind Turbine,NE
4411,7750,existing,1.5,Onshore Wind Turbine,NE
4412,7751,existing,10.5,Onshore Wind Turbine,N_CEN
4413,7752,existing,10.5,Onshore Wind Turbine,N_CEN
4422,7761,existing,2.1,Onshore Wind Turbine,N_CEN
4424,7763,existing,0.5,Solar Photovoltaic,CA
4425,7764,existing,0.5,Solar Photovoltaic,CA
4426,7765,existing,0.5,Solar Photovoltaic,CA
4427,7766,existing,0.5,Solar Photovoltaic,CA
4428,7767,existing,0.5,Solar Photovoltaic,CA
4429,7768,existing,0.5,Solar Photovoltaic,CA
4430,7769,existing,0.5,Solar Photovoltaic,CA
4433,7772,existing,0.5,Solar Photovoltaic,CA
4434,7773,existing,0.5,Solar Photovoltaic,CA
4435,7774,existing,0.5,Solar Photovoltaic,CA
4436,7775,existing,0.5,Solar Photovoltaic,CA
4437,7776,existing,0.5,Solar Photovoltaic,CA
4438,7777,existing,0.5,Solar Photovoltaic,CA
4439,7778,existing,0.5,Solar Photovoltaic,CA
4440,7779,existing,0.5,Solar Photovoltaic,CA
4441,7780,existing,0.5,Solar Photovoltaic,CA
4442,7781,existing,0.5,Solar Photovoltaic,CA
4443,7782,existing,0.5,Solar Photovoltaic,CA
4444,7783,existing,0.5,Solar Photovoltaic,CA
4445,7784,existing,0.5,Solar Photovoltaic,CA
4446,7785,existing,0.5,Solar Photovoltaic,CA
4447,7786,existing,0.5,Solar Photovoltaic,CA
4448,7787,existing,0.5,Solar Photovoltaic,CA
4449,7788,existing,51,Onshore Wind Turbine,SW
4450,7789,existing,30.6,Solar Photovoltaic,SW
4452,7792,existing,10,Onshore Wind Turbine,MID_AT
4453,7793,existing,40,Onshore Wind Turbine,MID_AT
4454,7794,existing,0.5,Solar Photovoltaic,CA
4455,7795,existing,0.5,Solar Photovoltaic,CA
4456,7796,existing,0.5,Solar Photovoltaic,CA
4457,7797,existing,0.5,Solar Photovoltaic,CA
4459,7799,existing,0.5,Solar Photovoltaic,CA
4460,7800,existing,0.5,Solar Photovoltaic,CA
4461,7801,existing,0.5,Solar Photovoltaic,CA
4462,7802,existing,0.5,Solar Photovoltaic,CA
4463,7803,existing,0.5,Solar Photovoltaic,CA
4465,7826,existing,0.5,Solar Photovoltaic,CA
4466,7827,existing,0.5,Solar Photovoltaic,CA
4467,7828,existing,0.5,Solar Photovoltaic,CA
4469,7830,existing,0.5,Solar Photovoltaic,CA
4470,7831,existing,0.5,Solar Photovoltaic,CA
4471,7832,existing,0.5,Solar Photovoltaic,CA
4472,7833,existing,0.5,Solar Photovoltaic,CA
4473,7834,existing,0.5,Solar Photovoltaic,CA
4474,7835,existing,0.5,Solar Photovoltaic,CA
4475,7836,existing,0.5,Solar Photovoltaic,CA
4476,7837,existing,0.5,Solar Photovoltaic,CA
4477,7838,existing,0.5,Solar Photovoltaic,CA
4478,7839,existing,0.5,Solar Photovoltaic,CA
4479,7840,existing,0.5,Solar Photovoltaic,CA
4480,7841,existing,0.5,Solar Photovoltaic,CA
4481,7842,existing,0.5,Solar Photovoltaic,CA
4482,7843,existing,0.5,Solar Photovoltaic,CA
4483,7844,existing,0.5,Solar Photovoltaic,CA
4484,7845,existing,0.5,Solar Photovoltaic,CA
4485,7846,existing,0.5,Solar Photovoltaic,CA
4486,7850,existing,0.5,Solar Photovoltaic,CA
4487,7851,existing,0.5,Solar Photovoltaic,CA
4488,7852,existing,0.5,Solar Photovoltaic,CA
4489,7853,existing,0.5,Solar Photovoltaic,CA
4490,7854,existing,0.5,Solar Photovoltaic,CA
4491,7855,existing,0.5,Solar Photovoltaic,CA
4492,7856,existing,0.5,Solar Photovoltaic,CA
4494,7858,existing,0.5,Solar Photovoltaic,CA
4495,7859,existing,0.5,Solar Photovoltaic,CA
4496,7860,existing,0.5,Solar Photovoltaic,CA
4497,7861,existing,0.5,Solar Photovoltaic,CA
4498,7862,existing,0.5,Solar Photovoltaic,CA
4499,7863,existing,0.5,Solar Photovoltaic,CA
4500,7864,existing,0.5,Solar Photovoltaic,CA
4501,7865,existing,0.5,Solar Photovoltaic,CA
4503,7867,existing,0.5,Solar Photovoltaic,CA
4504,7868,existing,0.5,Solar Photovoltaic,CA
4505,7869,existing,0.5,Solar Photovoltaic,CA
4507,7871,existing,0.5,Solar Photovoltaic,CA
4508,7872,existing,0.5,Solar Photovoltaic,CA
4510,7874,existing,0.5,Solar Photovoltaic,CA
4511,7875,existing,0.5,Solar Photovoltaic,CA
4512,7876,existing,0.5,Solar Photovoltaic,CA
4513,7877,existing,0.5,Solar Photovoltaic,CA
4514,7878,existing,0.5,Solar Photovoltaic,CA
4515,7879,existing,0.5,Solar Photovoltaic,CA
4516,7880,existing,0.5,Solar Photovoltaic,CA
4517,7881,existing,0.5,Solar Photovoltaic,CA
4518,7882,existing,0.5,Solar Photovoltaic,CA
4519,7883,existing,0.5,Solar Photovoltaic,CA
4520,7884,existing,0.5,Solar Photovoltaic,CA
4521,7885,existing,0.5,Solar Photovoltaic,CA
4522,7886,existing,0.5,Solar Photovoltaic,CA
4523,7887,existing,0.5,Solar Photovoltaic,CA
4524,7888,existing,0.5,Solar Photovoltaic,CA
4525,7889,existing,0.5,Solar Photovoltaic,CA
4526,7890,existing,0.5,Solar Photovoltaic,CA
4527,7891,existing,0.5,Solar Photovoltaic,CA
4528,7895,existing,0.5,Solar Photovoltaic,CA
4529,7896,existing,0.5,Solar Photovoltaic,CA
4530,7897,existing,0.8,Solar Photovoltaic,MID_AT
4531,7898,existing,1,Solar Photovoltaic,MID_AT
4532,7899,existing,1,Solar Photovoltaic,MID_AT
4533,7900,existing,0.9,Onshore Wind Turbine,N_CEN
4534,7901,existing,0.9,Onshore Wind Turbine,N_CEN
4535,7902,existing,0.9,Onshore Wind Turbine,N_CEN
4538,7905,existing,200.1,Onshore Wind Turbine,TX
4539,7906,existing,124.5,Onshore Wind Turbine,NW
4540,7907,existing,248.3,Onshore Wind Turbine,SW
4546,7918,existing,10,Solar Photovoltaic,SW
4547,7919,existing,10,Solar Photovoltaic,SW
4548,7920,existing,10,Solar Photovoltaic,SW
4549,7921,existing,10,Solar Photovoltaic,SW
4550,7922,existing,8,Solar Photovoltaic,SW
4551,7923,existing,2.2,Solar Photovoltaic,MID_AT
4552,7924,existing,10,Solar Photovoltaic,MID_AT
4553,7925,existing,15,Solar Photovoltaic,SE
4554,7926,existing,36.8,Onshore Wind Turbine,CA
4555,7927,existing,1,Solar Photovoltaic,SE
4556,7928,existing,162,Onshore Wind Turbine,N_CEN
4557,7929,existing,201.3,Onshore Wind Turbine,N_CEN
4558,7930,existing,13.9,Solar Photovoltaic,TX
4560,7932,existing,342.7,Onshore Wind Turbine,NW
4561,7933,existing,99,Onshore Wind Turbine,CEN
4562,7935,existing,150,Onshore Wind Turbine,SW
4563,7936,existing,9,Solar Photovoltaic,N_CEN
4570,7943,existing,150,Onshore Wind Turbine,CEN
4571,7944,existing,90,Onshore Wind Turbine,NW
4585,7966,existing,3.2,Onshore Wind Turbine,MID_AT
4587,7970,existing,98.7,Onshore Wind Turbine,MID_AT
4588,7971,existing,2,Onshore Wind Turbine,MID_AT
4590,7973,existing,25.1,Onshore Wind Turbine,SW
4591,7974,existing,71,Onshore Wind Turbine,SW
4595,7978,existing,19.5,Onshore Wind Turbine,N_CEN
4623,8009,existing,262.2,Onshore Wind Turbine,NW
4624,8010,existing,120,Onshore Wind Turbine,TX
4625,8012,existing,150,Onshore Wind Turbine,TX
4626,8013,existing,98.9,Onshore Wind Turbine,NW
4627,8014,existing,100.5,Onshore Wind Turbine,MID_AT
4628,8015,existing,1.9,Solar Photovoltaic,SW
4629,8016,existing,62.5,Onshore Wind Turbine,MID_AT
4631,8018,existing,63,Onshore Wind Turbine,NW
4632,8019,existing,16.8,Onshore Wind Turbine,NW
4633,8020,existing,240,Onshore Wind Turbine,N_CEN
4637,8027,existing,60,Onshore Wind Turbine,N_CEN
4638,8028,existing,4.5,Onshore Wind Turbine,NE
4642,8040,existing,21,Onshore Wind Turbine,NW
4643,8041,existing,22.5,Onshore Wind Turbine,NW
4644,8042,existing,21,Onshore Wind Turbine,NW
4653,8051,existing,120,Onshore Wind Turbine,N_CEN
4654,8052,existing,49.5,Onshore Wind Turbine,CEN
4656,8054,existing,12.5,Onshore Wind Turbine,CEN
4657,8055,existing,98,Onshore Wind Turbine,N_CEN
4658,8056,existing,103.5,Onshore Wind Turbine,MID_AT
4659,8057,existing,200,Onshore Wind Turbine,N_CEN
4660,8058,existing,99,Onshore Wind Turbine,MID_AT
4661,8059,existing,100,Onshore Wind Turbine,N_CEN
4662,8060,existing,102,Onshore Wind Turbine,N_CEN
4663,8061,existing,199.7,Onshore Wind Turbine,MID_AT
4664,8062,existing,99,Onshore Wind Turbine,CEN
4665,8063,existing,102,Onshore Wind Turbine,SW
4666,8064,existing,1.5,Onshore Wind Turbine,CEN
4673,8071,existing,63,Onshore Wind Turbine,SW
4674,8072,existing,149,Onshore Wind Turbine,N_CEN
4675,8073,existing,98.7,Onshore Wind Turbine,NW
4676,8074,existing,201,Onshore Wind Turbine,TX
4677,8075,existing,300,Onshore Wind Turbine,N_CEN
4678,8076,existing,17,Onshore Wind Turbine,NW
4679,8077,existing,42,Onshore Wind Turbine,NW
4680,8078,existing,99,Onshore Wind Turbine,NW
4681,8083,existing,34.5,Onshore Wind Turbine,NE
4682,8086,existing,1.8,Solar Photovoltaic,MID_AT
4683,8087,existing,2.3,Solar Photovoltaic,MID_AT
4684,8088,existing,40,Onshore Wind Turbine,NE
4685,8089,existing,203.5,Onshore Wind Turbine,SW
4686,8090,existing,15,Onshore Wind Turbine,NE
4689,8093,existing,133.4,Solar Thermal without Energy Storage,CA
4690,8094,existing,133,Solar Thermal without Energy Storage,CA
4691,8095,existing,133.4,Solar Thermal without Energy Storage,CA
4706,8177,existing,103.5,Onshore Wind Turbine,NW
4707,8178,existing,106.5,Onshore Wind Turbine,NW
4708,8180,existing,201,Onshore Wind Turbine,N_CEN
4711,8183,existing,25,Onshore Wind Turbine,CEN
4712,8184,existing,100.5,Onshore Wind Turbine,MID_AT
4716,8188,existing,2,Solar Photovoltaic,CA
4717,8189,existing,99,Onshore Wind Turbine,NW
4718,8190,existing,28.5,Onshore Wind Turbine,NW
4719,8191,existing,45,Onshore Wind Turbine,N_CEN
4720,8192,existing,36.8,Onshore Wind Turbine,N_CEN
4730,8206,existing,40.5,Onshore Wind Turbine,N_CEN
4731,8207,existing,48,Onshore Wind Turbine,N_CEN
4732,8208,existing,49.5,Onshore Wind Turbine,N_CEN
4817,8293,existing,1,Solar Photovoltaic,CA
4818,8294,existing,1,Solar Photovoltaic,CA
4819,8295,existing,1,Solar Photovoltaic,CA
4820,8296,existing,1,Solar Photovoltaic,CA
4821,8297,existing,1,Solar Photovoltaic,CA
4822,8298,existing,1,Solar Photovoltaic,CA
4823,8299,existing,1,Solar Photovoltaic,CA
4824,8300,existing,1,Solar Photovoltaic,CA
4825,8301,existing,1,Solar Photovoltaic,CA
4828,8304,existing,148,Onshore Wind Turbine,NE
4842,8318,existing,0.5,Solar Photovoltaic,CA
4843,8319,existing,0.5,Solar Photovoltaic,CA
4845,8321,existing,100.5,Onshore Wind Turbine,N_CEN
4846,8322,existing,3,Solar Photovoltaic,MID_AT
4847,8323,existing,25.5,Onshore Wind Turbine,NE
4848,8324,existing,60,Onshore Wind Turbine,NE
4849,8325,existing,57,Onshore Wind Turbine,NE
4858,8334,existing,148.5,Onshore Wind Turbine,CEN
4860,8336,existing,197,Onshore Wind Turbine,TX
4861,8337,existing,180,Onshore Wind Turbine,TX
4866,8342,existing,249,Onshore Wind Turbine,TX
4867,8343,existing,52.5,Onshore Wind Turbine,MID_AT
4868,8344,existing,199.5,Onshore Wind Turbine,TX
4873,8354,existing,6.6,Onshore Wind Turbine,NW
4874,8355,existing,3.3,Onshore Wind Turbine,NW
4875,8356,existing,9.9,Onshore Wind Turbine,NW
4876,8357,existing,8.3,Onshore Wind Turbine,NW
4877,8358,existing,9.9,Onshore Wind Turbine,NW
4878,8359,existing,10,Onshore Wind Turbine,NW
4879,8360,existing,10,Onshore Wind Turbine,NW
4880,8361,existing,1.7,Onshore Wind Turbine,NW
4881,8362,existing,5,Onshore Wind Turbine,NW
4882,8363,existing,2.9,Solar Photovoltaic,SE
4883,8364,existing,1,Solar Photovoltaic,SE
4899,8380,existing,92.5,Onshore Wind Turbine,TX
4900,8381,existing,60,Onshore Wind Turbine,TX
4902,8383,existing,29.4,Onshore Wind Turbine,NW
4903,8384,existing,58.8,Onshore Wind Turbine,TX
4915,8396,existing,180,Onshore Wind Turbine,TX
4922,8404,existing,112,Onshore Wind Turbine,NE
4923,8405,existing,72,Onshore Wind Turbine,NW
4938,8420,existing,81,Onshore Wind Turbine,CEN
4939,8421,existing,18.9,Onshore Wind Turbine,CEN
4940,8422,existing,100,Onshore Wind Turbine,SW
4941,8423,existing,10,Solar Photovoltaic,SW
4942,8424,existing,30,Onshore Wind Turbine,N_CEN
4943,8425,existing,99,Onshore Wind Turbine,N_CEN
4944,8426,existing,10.5,Onshore Wind Turbine,N_CEN
4945,8427,existing,49.5,Onshore Wind Turbine,N_CEN
4946,8428,existing,51,Onshore Wind Turbine,N_CEN
4947,8429,existing,99,Onshore Wind Turbine,N_CEN
4951,8433,existing,21,Solar Photovoltaic,CA
4952,8434,existing,1.2,Solar Photovoltaic,SE
4960,8442,existing,18.9,Onshore Wind Turbine,NW
4961,8443,existing,10.5,Onshore Wind Turbine,NW
4962,8444,existing,9.9,Onshore Wind Turbine,NW
4964,8446,existing,10,Solar Photovoltaic,SE
4965,8447,existing,25,Solar Photovoltaic,SE
4967,8449,existing,200,Onshore Wind Turbine,N_CEN
4968,8450,existing,150,Onshore Wind Turbine,N_CEN
4969,8451,existing,150,Onshore Wind Turbine,N_CEN
4970,8452,existing,1,Solar Photovoltaic,SW
4971,8453,existing,0.5,Solar Photovoltaic,SW
4972,8454,existing,115.5,Onshore Wind Turbine,TX
4973,8455,existing,142.5,Onshore Wind Turbine,TX
4974,8456,existing,148.5,Onshore Wind Turbine,N_CEN
4976,8458,existing,34.3,Solar Photovoltaic,CA
4977,8459,existing,64.6,Solar Photovoltaic,CA
4978,8460,existing,101,Solar Photovoltaic,CA
4979,8461,existing,0.5,Solar Photovoltaic,SE
4980,8462,existing,0.5,Solar Photovoltaic,SE
4981,8463,existing,0.5,Solar Photovoltaic,SE
4982,8464,existing,0.5,Solar Photovoltaic,SE
4985,8467,existing,50,Onshore Wind Turbine,N_CEN
4986,8468,existing,40.5,Onshore Wind Turbine,N_CEN
4989,8471,existing,0.3,Solar Photovoltaic,CA
4990,8472,existing,0.3,Solar Photovoltaic,CA
4991,8473,existing,0.3,Solar Photovoltaic,CA
4992,8474,existing,0.3,Solar Photovoltaic,CA
4996,8478,existing,114,Onshore Wind Turbine,CEN
4997,8479,existing,106.5,Onshore Wind Turbine,NE
4998,8481,existing,126,Onshore Wind Turbine,NE
4999,8482,existing,97.5,Onshore Wind Turbine,NE
5000,8483,existing,0.5,Solar Photovoltaic,MID_AT
5001,8484,existing,0.5,Solar Photovoltaic,MID_AT
5002,8485,existing,0.5,Solar Photovoltaic,MID_AT
5003,8486,existing,0.5,Solar Photovoltaic,MID_AT
5027,8510,existing,1.7,Solar Photovoltaic,MID_AT
5034,8517,existing,0.5,Solar Photovoltaic,MID_AT
5035,8518,existing,0.5,Solar Photovoltaic,MID_AT
5036,8519,existing,0.5,Solar Photovoltaic,MID_AT
5037,8520,existing,0.5,Solar Photovoltaic,MID_AT
