Region_Run_Title,Region_Run_Time_minutes
NE Region Run Time,0.25799072500000003
CA Region Run Time,0.3168142716666667
NW Region Run Time,0.28062494666666665
CEN Region Run Time,0.2503957683333333
MID_AT Region Run Time,0.29119500499999995
N_CEN Region Run Time,0.25348501
SE Region Run Time,0.39158576
SW Region Run Time,0.23227766166666666
TX Region Run Time,0.22073848000000001
Total Run Time for All Regions,2.4951076283333333
