SW_WND 1,SW_WND 2,SW_WND 3,SW_WND 4,SW_WND 5,SW_WND 6,SW_WND 7,SW_WND 8,SW_WND 9,SW_WND 10,SW_WND 11,SW_WND 12,SW_WND 13,SW_WND 14,SW_WND 15,SW_WND 16,SW_WND 17,SW_WND 18,SW_WND 19,SW_WND 20,SW_WND 21,SW_WND 22,SW_WND 23,SW_WND 24,SW_WND 25,SW_PV 1,SW_PV 2,SW_PV 3,SW_PV 4,SW_PV 5,SW_PV 6,SW_PV 7,SW_PV 8,SW_PV 9,SW_PV 10,SW_PV 11,SW_PV 12,SW_PV 13,SW_PV 14,SW_PV 15,SW_PV 16,SW_PV 17,SW_PV 18,SW_PV 19,SW_PV 20,SW_PV 21,SW_PV 22,SW_PV 23,SW_PV 24,SW_PV 25
0.2966680569121808,0.2884516156557173,0.28567138335352643,0.2784983532594218,0.2829741943234217,0.2802318953108198,0.2773613834719131,0.2832419854178958,0.282965735272351,0.26497254749702587,0.25965247607830216,0.2666791425055531,0.25526385759862424,0.23859004227624592,0.230180554567345,0.3012568849646746,0.28849776453468196,0.2921287661115356,0.2893394434700029,0.2406027103510742,0.25733924213987,0.2230881841721678,0.20427097291119695,0.21611014918402632,0.24288131929253115,0.7123914582122275,0.6226367819709722,0.5453146093560673,0.516046512245589,0.4520485460475201,0.582262324183934,0.5333466964732658,0.5222102832535669,0.5197909291625122,0.5172140435065389,0.5827909441605152,0.5657653590266581,0.5585854963793033,0.5715536053400041,0.5847570384060543,0.6234471925711162,0.5923548903661007,0.5390863487012703,0.47936400088890685,0.5249301692350151,0.4925591189337711,0.49154611094697004,0.5321216399166973,0.574243217476288,0.5510681783088184
0.28989052900549994,0.2884516156557173,0.28567138335352643,0.2784983532594218,0.26991015255021233,0.2645889669566052,0.2523422478442284,0.25871586474394065,0.26725917657031295,0.2512218106573448,0.24806704281990619,0.2666791425055531,0.2552638575986243,0.229197805210066,0.22033290129534663,0.28528011852188245,0.2884977645346819,0.2835586263147155,0.27966367494663014,0.23529140020383696,0.24760609066041483,0.21878510263944534,0.20120886721612607,0.21611014918402632,0.23957337738874326,0.6689699942080426,0.5802823987432276,0.51709204865532,0.4852436857457243,0.417479523405486,0.5407836153339681,0.5139754677319801,0.4888502471158296,0.5058593054049296,0.4831480079622009,0.536383378799136,0.5111839365375768,0.5155078650072101,0.521928786277171,0.5308785212909111,0.5790413966049379,0.5704425738679356,0.5203394963825905,0.44788367259692824,0.5099518163126263,0.47384827352023945,0.47566705833515227,0.5162150623317382,0.5286816554380112,0.5100292991213357
0.28364030125156,0.28845161565571736,0.2794547515901334,0.2717439147979768,0.26991015255021233,0.24505111526919726,0.2523422478442284,0.24241683257543034,0.24566981209612146,0.22073435276128994,0.24017902578010408,0.2544599758509973,0.2431181268234473,0.22270123164464495,0.21285314305841088,0.26869991780259295,0.2726092516074665,0.28266748443041245,0.27966367494663014,0.23529140020383696,0.24007852064532006,0.21055136661070023,0.1935618834061395,0.21251337483419075,0.23957337738874324,0.6060757562314754,0.5323155150476153,0.5044156984376484,0.46883532960138014,0.3873834975992095,0.5190954672617676,0.4857365345069987,0.48685546345748604,0.48556270902063514,0.45237927978590065,0.47428665201345543,0.46146094881256317,0.48019077557265694,0.4867567933107585,0.4690482481385158,0.5647659845435653,0.5343288754099349,0.4843259851880173,0.4284248830016907,0.48099679012811514,0.4241532509139521,0.4496608543938666,0.4651565636541693,0.5009891316503353,0.4837347038306904
0.2780237584144487,0.28263312939584195,0.2794547515901334,0.2717439147979768,0.2665275125886741,0.24505111526919726,0.2404111268881073,0.2380319796868438,0.22637918718501696,0.20181399703878644,0.23509430901041925,0.23455002785642873,0.221512688481374,0.2003541566287396,0.1905284931662482,0.26412435127301065,0.2586972148153551,0.27364651566245657,0.27966367494663014,0.233901803030896,0.22871908093529394,0.2105513666107002,0.19356188340613947,0.19801425031186548,0.23523383055862346,0.5826653674454639,0.5089419930728092,0.4543676356504752,0.42037435406658086,0.33539598682113353,0.4480845712304029,0.4410425045517692,0.42362815219058036,0.42168799343700086,0.40766869420319696,0.41619853644194477,0.4000922151968419,0.40153909597512993,0.41089185643819426,0.4055355013766416,0.5097354566296769,0.48030948130016393,0.4352869320818345,0.3596876607722633,0.37064129049550687,0.3357588789831405,0.36544456996072017,0.3799542851638358,0.37210308514024865,0.39200742704757247
0.27802375841444876,0.28263312939584195,0.2794547515901334,0.26875201463926063,0.2665275125886741,0.2303072081061802,0.22758125481146568,0.22742372340497607,0.2188933213453809,0.19559656790189858,0.2231533907225735,0.23167440469233516,0.21365945233086042,0.19301870081373235,0.1853655573552029,0.26412435127301065,0.25256892077314097,0.2673480288042326,0.2617526448504995,0.233901803030896,0.2139215009005456,0.18087464137745704,0.17541032545355661,0.1980142503118655,0.2204706336828654,0.5145678223541627,0.46990266244391016,0.4236097899025144,0.39818271145901607,0.31413574538291583,0.4179584660875897,0.3840607232434598,0.4021922128612389,0.3531927692777582,0.33487522778033657,0.3880526672287418,0.37756366313798045,0.34944058151372226,0.3542160470370986,0.3494197570850686,0.4407912892741278,0.43708338051983964,0.41208501069702286,0.3321553522554055,0.3566688400961675,0.3220929678022064,0.32761948429461546,0.34629537808066574,0.35255072221437117,0.3663160874685655
0.27802375841444876,0.27515581836401093,0.27606877704568056,0.26056051542722247,0.2509293812149514,0.23030720810618013,0.22478138702682815,0.22742372340497607,0.2188933213453809,0.18227550124748965,0.21590982996545166,0.22747852035230834,0.21365945233086037,0.19301870081373237,0.18298904014971554,0.2580999806794704,0.25256892077314097,0.26734802880423253,0.2617526448504995,0.22108544797145005,0.21392150090054554,0.18087464137745704,0.16964069462305695,0.18467978499766258,0.2118652341245421,0.4534986398708275,0.3935800308155473,0.38912980374849904,0.3746794721396897,0.2971551539349043,0.3631067019802212,0.34655132704594593,0.34154638823076555,0.3320967565816072,0.29786006316892005,0.309827194944094,0.3206194746338668,0.29567165772860016,0.29112790417039536,0.31355245299747814,0.40282827031559315,0.3536015279425233,0.33871946149357746,0.30247315750914394,0.274424475303499,0.3015095372730315,0.32761948429461557,0.32870544967316884,0.3525507222143711,0.33007253731073605
0.26581699026750993,0.2751558183640109,0.2647555759965937,0.2526743639882952,0.24872640985324884,0.22573843803615282,0.21990285749105593,0.22033106326388563,0.2188933213453809,0.16889788787868917,0.21590982996545166,0.22579492318276592,0.20829004756778716,0.19301870081373237,0.1550556510909139,0.23035867391341613,0.2471814046178203,0.2559622968213866,0.25420320340528857,0.21786117699588523,0.20976286264675104,0.18087464137745704,0.16744394007718422,0.17754301638322162,0.20278488592381178,0.3424568687762931,0.33591855235748225,0.34821669157659807,0.35473692543301527,0.24970617542986592,0.28843009696277094,0.3070191166488033,0.2673533316426338,0.2483964116317245,0.2545287067123368,0.2390279729048606,0.26742820635370923,0.27444829403301,0.2596143579509213,0.24215987899935928,0.25165009402197136,0.28646106037693214,0.25064993971307825,0.30247315750914394,0.21829972255350402,0.2557389704868791,0.26372996158664014,0.29562381937377424,0.29144983337932623,0.27946484855636283
0.26581699026750993,0.2672159274475769,0.2647555759965937,0.24494630616562685,0.24872640985324881,0.2254352414860954,0.21990285749105593,0.21507935438348644,0.21889332134538095,0.1569268764008599,0.213616909421279,0.22231501249860788,0.1947520548440872,0.16669017223536728,0.1550556510909139,0.2303586739134162,0.2471814046178202,0.24904036770491675,0.24192205500487457,0.20652883403045094,0.2077857986584776,0.18087464137745704,0.15964125001529147,0.16782164979214387,0.19667401334464793,0.3066498421292684,0.299867397193589,0.3019867447265261,0.2738641704795781,0.2038857653025775,0.2395584949894741,0.23701058943111125,0.22645974379848546,0.2200598135319418,0.1944268017891406,0.20820907052440063,0.2242006767988767,0.2181231804486634,0.1665779271059313,0.14336913856252623,0.21402631734824606,0.19318271193287742,0.20510923968245495,0.23896360677914757,0.15844362221909847,0.22572085834490482,0.20975695010660342,0.21745756529481855,0.1838157309133797,0.1869055219960519
0.26581699026750993,0.26212925295196055,0.2476237816761226,0.23587894493383796,0.24872640985324884,0.2183467606880734,0.21990285749105593,0.21507935438348644,0.19638948798319242,0.1569268764008599,0.21361690942127898,0.19377640957465694,0.18296501877386678,0.16314399423519016,0.1550556510909139,0.21645567982715172,0.23336514125549349,0.24904036770491675,0.24192205500487457,0.19967395280623343,0.20778579865847763,0.17731852517913482,0.15626622971824017,0.1567908758602578,0.19147385988096768,0.1864185522978808,0.2572805323904419,0.2604583192354006,0.25387564357016645,0.15850046903031184,0.19758935560829857,0.21457774917724365,0.21785979225967292,0.18903362226509807,0.18604865054286784,0.13700790289901693,0.1386547134412707,0.131317066858014,0.1153421262011832,0.12521106459904469,0.15880172205027857,0.16536125993160566,0.17015466306735275,0.16216225054698058,0.14498067106138068,0.13877635355692186,0.15528175074994166,0.15812243778737023,0.1332049749381527,0.12811358113731722
0.25306464730243294,0.26142450813893087,0.2423053013673745,0.23587894493383796,0.2360656297682871,0.2111091321640983,0.21488243961417403,0.20709128318306347,0.19037108346210785,0.15692687640085992,0.19232102721793015,0.19377640957465692,0.17845866741858876,0.16314399423519016,0.14985009540264035,0.21645567982715175,0.2213476719594507,0.23482807655515778,0.24192205500487451,0.19967395280623346,0.2077857986584776,0.17552538167266754,0.14991053756467754,0.1567908758602578,0.19147385988096768,0.11861030151458189,0.23970939795614968,0.26045831923540064,0.22799764215149465,0.12643681843673513,0.1867264240530114,0.2111643269436842,0.20927050503940528,0.17845517471821598,0.1727282621063929,0.09513143086903206,0.09580896516773521,0.0874158517852317,0.08525247152055176,0.07651561827345944,0.11996593313235505,0.16536125993160566,0.1622516148558585,0.14434945149480702,0.14498067106138068,0.10526281106602697,0.14122428729828812,0.09695899570415628,0.09799125954366396,0.10000308566857846
