CA_WND 1,CA_WND 2,CA_WND 3,CA_WND 4,CA_WND 5,CA_PV 1,CA_PV 2,CA_PV 3,CA_PV 4,CA_PV 5,CA_OFWND 1
0.25331348733103387,0.21832218303843706,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.6127224898308488,0.6969837509482361,0.6528988059856409,0.6693028859905061,0.7398314135955875,0.8229389369487763
0.25331348733103387,0.21832218303843706,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.5392142175433412,0.6213858030234961,0.5810431047504857,0.594789605470708,0.6776681772393451,0.7845545768737793
0.2533134873310339,0.21832218303843703,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.5048596093034182,0.5771389131344966,0.5171165779859113,0.5270084001619306,0.6474928531620499,0.7495005309581757
0.233702735102275,0.21832218303843703,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.4749191487137212,0.5460282014744344,0.5171165779859113,0.5270084001619306,0.6474928531620499,0.7152249336242675
0.21709088421668712,0.21832218303843703,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.34732441944491566,0.37057280928270947,0.37971650119372,0.3869692534225801,0.5710156236504698,0.6440824806690216
0.21709088421668712,0.2039697111974046,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.31008735247312746,0.29931899492828307,0.3174404413666232,0.32522663943812014,0.4610064271890385,0.6060450136661529
0.21121087509095443,0.19223905269499875,0.15258249849600042,0.11192125405543658,0.059165756915662296,0.25218722687162626,0.29931899492828307,0.26348949404446953,0.27407541548481085,0.34145810180493985,0.5649939060211182
0.21121087509095443,0.19032544951386882,0.14354838126062924,0.11192125405543658,0.059165756915662296,0.19710449065934246,0.24403170864980467,0.26348949404446953,0.20171536657104516,0.30525813911188504,0.5649939060211182
0.19238034623587058,0.19032544951386882,0.14354838126062924,0.11192125405543658,0.059165756915662296,0.19009334042277576,0.18639161121467737,0.1951493197872563,0.20171536657104516,0.18141068616701878,0.5270449012517929
0.18947908422291304,0.19032544951386882,0.14065292013789432,0.11192125405543658,0.059165756915662296,0.1612837565403989,0.1727503539545357,0.1951493197872563,0.20171536657104516,0.15472224907877224,0.44163389354944227
0.18947908422291304,0.1736673648404739,0.13469583982943711,0.11192125405543658,0.059165756915662296,0.13879054358812856,0.10943177394907222,0.1951493197872563,0.14036852061780541,0.09126195334023533,0.44163389354944227
0.18947908422291304,0.1736673648404739,0.13375731424790765,0.11192125405543658,0.059165756915662296,0.10296980946918495,0.10943177394907222,0.09299039856777783,0.14036852061780541,0.07225573381953541,0.3980931147933006
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.10296980946918492,0.10943177394907222,0.09299039856777781,0.1001614598424004,0.07225573381953544,0.39304311126470565
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.09110353195155829,0.09299039856777781,0.1001614598424004,0.07225573381953544,0.27612581439316275
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.08401368451971233,0.09299039856777781,0.1001614598424004,0.07225573381953544,0.222136640176177
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.08401368451971232,0.09299039856777781,0.1001614598424004,0.07225573381953544,0.222136640176177
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.04286504783437904,0.09299039856777781,0.1001614598424004,0.07225573381953543,0.222136640176177
0.18947908422291304,0.1714638686386108,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.04286504783437904,0.0929903985677778,0.06271793604751288,0.052354970550703595,0.222136640176177
0.18947908422291304,0.16988653786626223,0.13375731424790765,0.10692839550270938,0.05916575691566228,0.053624996724036145,0.04286504783437904,0.05662083269245445,0.06271793604751288,0.052354970550703595,0.222136640176177
0.18947908422291304,0.16988653786626223,0.12557313178733018,0.10257672180304367,0.05538017787335161,0.053624996724036145,0.04286504783437904,0.05662083269245445,0.06271793604751288,0.03549960250134535,0.222136640176177
0.18947908422291304,0.1573219916957744,0.12369891998606712,0.10257672180304367,0.05538017787335161,0.053624996724036145,0.036289679630702044,0.05662083269245445,0.06271793604751288,0.03549960250134535,0.222136640176177
0.1774932293358047,0.1573219916957744,0.12369891998606712,0.1025767218030437,0.05538017787335161,0.053624996724036145,0.036289679630702044,0.03500300240209282,0.047360268493126925,0.03549960250134535,0.20392515063285824
