MID_AT_bl_0_100,MID_AT_bl_10_90,MID_AT_bl_20_80,MID_AT_bl_30_70,MID_AT_bl_40_60,MID_AT_bl_50_50,MID_AT_bl_60_40,MID_AT_bl_70_30,MID_AT_bl_80_20,MID_AT_bl_90_10,MID_AT_bl_100_0
6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001,6326.500000000001
7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001,7326.500000000001
8326.5,8326.5,8326.5,8326.5,8326.5,8326.5,8326.5,8326.5,8326.5,8326.5,8326.5
