TX_WND 1,TX_WND 2,TX_WND 3,TX_WND 4,TX_WND 5,TX_PV 1,TX_PV 2,TX_PV 3,TX_PV 4,TX_PV 5
0.205288745279699,0.17970477528928683,0.14373604983953964,0.17555574162541385,0.1685514728746367,0.8345840119751362,0.8119774250767015,0.7924729905474165,0.7807434699579359,0.7691283091957184
0.20303635003388545,0.17970477528928683,0.1424970490606617,0.16961563561288792,0.15416118851831584,0.823763886910798,0.7983531861611589,0.7762585452667388,0.764680480535897,0.751484073352789
0.19401058403364377,0.1788417228479113,0.1424970490606617,0.16461209674685928,0.1505739044954406,0.8123559740116626,0.7933394098193906,0.7630820172317754,0.7508964875930778,0.7449055479240569
0.19231832086829498,0.16810515567350284,0.14249704906066168,0.16461209674685928,0.14411300480624875,0.8123559740116626,0.784010622780659,0.7630820172317754,0.7488545494661937,0.7380999571595136
0.19134994359796997,0.16810515567350284,0.14027909921636667,0.15469677113285388,0.13091489313554458,0.7948211459475795,0.7717730125725327,0.7373276160669997,0.7227684404846202,0.7185683247683513
0.1874869870096722,0.16525681185360216,0.1395227364189931,0.14939342383672033,0.13091489313554458,0.7642671381824766,0.7375938134339414,0.7025511268794399,0.6744761410754306,0.6744705523988932
0.1874869870096722,0.1604190389308425,0.13952273641899307,0.1493934238367203,0.13091489313554458,0.7415823438236833,0.7025018634358337,0.6725551016131683,0.6589205573923369,0.6663746083998004
0.1874869870096722,0.16041903893084244,0.13663482726115517,0.1455726533578959,0.12383127823447694,0.6780748384109359,0.6374709294216616,0.6069537505873027,0.5940312686168716,0.6025450966818068
0.1824379212116151,0.15524273259977267,0.13330138632433974,0.1455726533578959,0.12383127823447694,0.6358186512802688,0.6142197825336628,0.5728989265322862,0.5591996405750856,0.5524592027258992
0.17161449317394287,0.15259237690224275,0.13330138632433974,0.1415209307204552,0.12021736301943284,0.5904166871545512,0.5507840672924488,0.5241903783796787,0.5466545754944889,0.5507248507758158
0.1670384673355369,0.15259237690224275,0.13134116656381725,0.1377644346709279,0.11500607981414801,0.5039774439698785,0.49218992978243153,0.463557416208225,0.44951465152009656,0.4810321513886309
0.1612999054325368,0.1476278284082402,0.1274871574323973,0.13431295876797553,0.11500607981414801,0.44463837095961806,0.4143433244205201,0.38939284371492044,0.37036668698150205,0.40220823572173753
0.1612999054325368,0.14373909438854185,0.1274871574323973,0.12971098876642154,0.10382754147255219,0.414978952437226,0.40079205819799585,0.34051111701404463,0.3329163522854436,0.3654938513621069
0.15947709873514515,0.14115091915263822,0.12554850776775614,0.12971098876642154,0.1038275414725522,0.3851239307062338,0.3498834521465427,0.3041189949856039,0.3036813742760765,0.33753002276631666
0.15622418935713703,0.14115091915263822,0.12554850776775614,0.12469041402683892,0.1038275414725522,0.30392750084580206,0.31915582840365087,0.2793486977837396,0.2691009513803469,0.2931414378867427
0.15622418935713703,0.14115091915263822,0.1214159135288402,0.12469041402683895,0.09933261986971433,0.24167808102009156,0.25150108810871624,0.24394427154323903,0.24667417601048522,0.26588863036171567
0.15394604303226966,0.13859968115579877,0.11990885483117858,0.11762049173503242,0.09532807393316528,0.19062715683234285,0.1939114901513869,0.19844555143321774,0.1990951783038257,0.22230185671262553
0.1539460430322697,0.13411742285292083,0.11917078231734334,0.11762049173503243,0.09532807393316528,0.148236750561348,0.14815891069846968,0.15165037939167958,0.16566512761422605,0.18792157609914584
0.15235407227908124,0.13194585879060258,0.11553602401103064,0.11762049173503243,0.09240847627945824,0.11932346855173401,0.12251314739524787,0.1270109995890054,0.12693330193917204,0.14891988513824303
0.15235407227908127,0.13100438038137815,0.11553602401103064,0.11762049173503243,0.08825091900754446,0.09592811351833971,0.09207696368325578,0.09638688392918261,0.10933666078426323,0.13775205809416433
0.14511138097296797,0.13100438038137818,0.11402922861231334,0.11762049173503245,0.08825091900754448,0.07485862286850688,0.08675436006775109,0.08897535778122566,0.10084859027973647,0.10135468112529085
0.14304612280163756,0.12928049990943663,0.11402922861231334,0.11440590316649216,0.08490778283356454,0.06610434470530195,0.08045084806174899,0.08153744937050975,0.08349978900758895,0.09692303260198601
0.14064641226184968,0.1246887946286431,0.11116686804841287,0.11216937433491608,0.08190256446209299,0.06549330391778012,0.0742111178307605,0.07235602190392151,0.07628892514847833,0.0798519751699184
0.13824140502749327,0.121958961964598,0.11109350886207812,0.11154797815598755,0.08190256446209299,0.052685838672031034,0.06349743088116579,0.06777031628113418,0.07628892514847833,0.06921178580763607
