SE_WND 1,SE_WND 2,SE_WND 3,SE_WND 4,SE_WND 5,SE_WND 6,SE_WND 7,SE_WND 8,SE_WND 9,SE_WND 10,SE_WND 11,SE_WND 12,SE_WND 13,SE_WND 14,SE_WND 15,SE_WND 16,SE_WND 17,SE_WND 18,SE_WND 19,SE_WND 20,SE_WND 21,SE_WND 22,SE_WND 23,SE_WND 24,SE_WND 25,SE_WND 26,SE_WND 27,SE_WND 28,SE_WND 29,SE_WND 30,SE_WND 31,SE_WND 32,SE_WND 33,SE_WND 34,SE_WND 35,SE_WND 36,SE_WND 37,SE_WND 38,SE_WND 39,SE_WND 40,SE_PV 1,SE_PV 2,SE_PV 3,SE_PV 4,SE_PV 5,SE_PV 6,SE_PV 7,SE_PV 8,SE_PV 9,SE_PV 10,SE_PV 11,SE_PV 12,SE_PV 13,SE_PV 14,SE_PV 15,SE_PV 16,SE_PV 17,SE_PV 18,SE_PV 19,SE_PV 20,SE_PV 21,SE_PV 22,SE_PV 23,SE_PV 24,SE_PV 25,SE_PV 26,SE_PV 27,SE_PV 28,SE_PV 29,SE_PV 30,SE_PV 31,SE_PV 32,SE_PV 33,SE_PV 34,SE_PV 35,SE_PV 36,SE_PV 37,SE_PV 38,SE_PV 39,SE_PV 40
0.23308654873990695,0.20078649580052288,0.2282997684452946,0.2261881305697658,0.21638513503320367,0.15550862655133535,0.13485017001907265,0.13004377704958694,0.15096188642886457,0.1603916091168685,0.27706048961394414,0.2484641283466269,0.25164294703035667,0.23477349906237774,0.22368304778197318,0.2103466236493869,0.15404954979647056,0.17048759969734778,0.18697738868817734,0.19213536703196457,0.1504058259643509,0.12376924881430001,0.10505244126907982,0.09906382359292706,0.08896573544068183,0.14162338135533964,0.10911787986713754,0.09822100993824887,0.09352873840831391,0.11709538459529856,0.17794344794409675,0.16076210803103164,0.17297842897412483,0.18703125785350266,0.18167256062707934,0.26184592616571994,0.2163495824236209,0.19455011889865062,0.16679782498155837,0.11121497726663597,0.6139357546533831,0.6073674711667101,0.6035722111443597,0.6313095987099169,0.660007185127059,0.6833053735904742,0.6609652990811274,0.6183613804487171,0.5884563417101718,0.6011387947386364,0.7380252498877684,0.7249391161735917,0.7200003283559856,0.7151941877507697,0.7182087270597214,0.5970075548454041,0.650763193499308,0.6679989114972468,0.6641616943599219,0.6650199965092242,0.6818855054577712,0.6841708264734371,0.6839729000740755,0.6924228053528771,0.6892373479696139,0.6476388881399865,0.6505570957270399,0.6550510258675386,0.6505275563718788,0.6447093146430763,0.6906135067027463,0.6902247343084137,0.6941972117279696,0.6779490440141038,0.6438893278016979,0.578364205989735,0.5971706774485852,0.6028056931908834,0.6127106497993956,0.6394707931854419
0.2262342324891517,0.194011287950783,0.22232479455553658,0.22076218881251083,0.2047548991672025,0.1555086265513353,0.13485017001907262,0.13004377704958692,0.15013881310888802,0.1597420047544422,0.2573314865248866,0.23021873024250936,0.243766029286315,0.22830473674513127,0.217483030016026,0.2043446484543414,0.14673359312534767,0.1617110573640937,0.17593961870046437,0.1789314917517319,0.1504058259643509,0.1237692488143,0.10505244126907981,0.09906382359292706,0.08658490605928094,0.14162338135533964,0.10911787986713754,0.09822100993824887,0.09352873840831391,0.11646840681032644,0.1771198577572288,0.16076210803103164,0.17240652443426036,0.18634476672630054,0.17706431085397284,0.26184592616571994,0.2163495824236209,0.1945501188986506,0.16679782498155837,0.11121497726663597,0.5994566821091758,0.5937125598542149,0.5903996120112095,0.617539786792214,0.6468244899023387,0.6629730588824349,0.6430571981430808,0.5985840706284985,0.574330614323995,0.5859744196541117,0.7380252498877684,0.7249391161735914,0.7200003283559855,0.7151941877507697,0.7182087270597212,0.5820992834519934,0.6359724393329275,0.6535408285575247,0.6504205855477259,0.6512232343064973,0.6680836366616772,0.6841708264734367,0.6839729000740755,0.692422805352877,0.6892373479696139,0.6299422842337951,0.6366299726716855,0.6372477959586856,0.6350317213216538,0.6168854290868123,0.6755636349492609,0.6743436013474526,0.6798038946537437,0.6643646628007722,0.6438893278016979,0.5627489189064943,0.5824912856793784,0.5885793588467871,0.5983064397679704,0.6272117407924275
0.2188064517030078,0.1868318857810706,0.21062640834540036,0.21750281361757853,0.19783481738022496,0.1504004149332224,0.130074304417686,0.1264553885871419,0.14590597167234035,0.15658373796916472,0.25260131933967916,0.23021873024250933,0.22918569693870505,0.21493629019752747,0.20903567396251765,0.19675605725704706,0.14673359312534767,0.15717688526010634,0.16937881693159595,0.1709756457604737,0.1504058259643509,0.1221614085279618,0.10353215399647073,0.09737151339916793,0.08658490605928094,0.14012382684353664,0.10911787986713754,0.09822100993824887,0.09352873840831391,0.11646840681032644,0.17711985775722877,0.16003133790531807,0.16779530571593576,0.17097502819117807,0.1688733261231029,0.26184592616571994,0.2130170988940046,0.19069309649573654,0.16299165021907366,0.11121497726663597,0.5711412561703103,0.5664455382316911,0.5724419385752643,0.6069782601001873,0.6432012142361865,0.6475287428778297,0.6259977369447123,0.5950609380792409,0.5703353899124738,0.5859744196541117,0.7232251414258412,0.7100730951967423,0.704643519407965,0.7001671127028019,0.6888192223594171,0.5820992834519934,0.6310164426997199,0.6535408285575245,0.6504205855477259,0.643207884606619,0.6680836366616772,0.6689343243971139,0.6689244265140942,0.6777311311647908,0.6745751778568126,0.6161159040609046,0.6228946341913908,0.6275818944204697,0.6231148955025363,0.6168854290868123,0.6747167754029563,0.6743436013474526,0.6708863377737422,0.6504344176900426,0.6133950489747612,0.5541938946493172,0.5708399317035662,0.588579358846787,0.5983064397679702,0.6226000735643591
0.2188064517030078,0.18145287929175755,0.20417164662074685,0.20638225622227221,0.19262055061734956,0.1504004149332224,0.13007430441768597,0.12645538858714186,0.13974067582231908,0.15099914435466977,0.23271633890626714,0.22071571230004264,0.21406531203193943,0.200951766928593,0.19380844399509065,0.19675605725704706,0.1411514851668379,0.15138095168324833,0.1545296757712042,0.16683528614464763,0.14455924935160588,0.12216140852796181,0.10353215399647073,0.09737151339916793,0.08658490605928094,0.14012382684353664,0.10548755935557376,0.09432327115037564,0.08993901436211271,0.11646840681032644,0.1704906911858538,0.15642547002929924,0.1588230955042384,0.17097502819117807,0.1688733261231029,0.25355463016865787,0.21301709889400464,0.19069309649573657,0.16299165021907366,0.10888099769525797,0.5572596369973204,0.5625740360159446,0.5553106752040466,0.5891511382996117,0.6172977437255036,0.6408957510699274,0.6200311618740563,0.5950609380792409,0.5703353899124738,0.5725207945141043,0.7136015609254308,0.7009611955950197,0.6958730106694508,0.682922990328125,0.6682898580206528,0.5704313128459974,0.6112239594128591,0.6359536611071259,0.6395899843582451,0.6265555488979107,0.638133951462018,0.6513379616584399,0.6539619709210899,0.6675813467173143,0.660679461298205,0.6042202172402179,0.6029998161176803,0.6127199145262725,0.6020278000127589,0.6049140482091773,0.6578407035750108,0.661680651608119,0.66851023429608,0.6480057005223715,0.601554060048781,0.5370062955315893,0.5613127204210849,0.5677985722110025,0.5787647110073021,0.6199082427706718
0.20483856524376948,0.18145287929175755,0.19942029068820363,0.20114943495121396,0.18716397694491846,0.14639474971407318,0.12706964571169585,0.12319748872973768,0.13681326087763235,0.14675903989802258,0.23271633890626714,0.20884168207497222,0.2140653120319394,0.1981823915704096,0.1887363558876361,0.19276551176654247,0.1411514851668379,0.15138095168324833,0.1495060429631452,0.15614064855800536,0.14455924935160583,0.11876858240755984,0.10353215399647073,0.09737151339916793,0.08658490605928094,0.14012382684353664,0.10378594420081624,0.09276414096950118,0.08847394905976305,0.11646840681032647,0.1684433858474613,0.15238751757309016,0.1588230955042384,0.16589066260443644,0.1554724026281254,0.25355463016865787,0.20807893981207354,0.19069309649573654,0.16299165021907366,0.10888099769525797,0.5510072544454259,0.554584953715338,0.5532062479095401,0.581308313564787,0.6108115909075728,0.6408957510699274,0.6200311618740563,0.5882181658863966,0.5703353899124739,0.5725207945141041,0.7136015609254308,0.6966196242828921,0.6913187450742015,0.682922990328125,0.6682898580206528,0.5655225390080798,0.6112239594128591,0.631258238460721,0.626816552993644,0.6265555488979105,0.6307186946609609,0.6513379616584399,0.6460132513103852,0.6630609772085357,0.651454522396935,0.5864177727980163,0.5939444154430702,0.5952925837667989,0.5937371699603016,0.5876186236689641,0.6481759070331334,0.6532396634709607,0.6504889079133076,0.6239266530761172,0.601554060048781,0.5310231510554948,0.5523138009223113,0.5589131232751179,0.5787647110073021,0.6145838844781322
0.19834481129259313,0.17266246933597051,0.1994202906882036,0.19324127748761694,0.1845585468802363,0.1463947497140732,0.12706964571169585,0.1223085225412917,0.13681326087763232,0.14675903989802258,0.23271633890626714,0.20884168207497225,0.2086927696123999,0.1981823915704096,0.1887363558876361,0.19276551176654247,0.13168010012996503,0.14441641669503863,0.14850943088910606,0.14841535311429407,0.1403294109590024,0.11506459949849042,0.10020545718522937,0.09737151339916794,0.08658490605928094,0.14012382684353664,0.10378594420081626,0.09276414096950118,0.08847394905976305,0.11168132797860082,0.16264628293598854,0.15238751757309016,0.1588230955042384,0.15698797477987342,0.1488780244414688,0.25355463016865787,0.20807893981207354,0.18688039394428693,0.16299165021907366,0.10888099769525797,0.5278134086438735,0.532905943418471,0.5278706873918475,0.5596186955804333,0.5994688468458806,0.6179846598625544,0.6033264315777874,0.5587632092133658,0.557645209167806,0.5587893503937312,0.6840338501312142,0.664233392781831,0.6656648793122786,0.6696541752386215,0.6415361574975376,0.5391902074829908,0.59693143533711,0.6053826186965295,0.6151169008374571,0.6135864877868107,0.6273810365514256,0.6413400213474972,0.6460132513103852,0.6388167888933223,0.6403742756491593,0.5720425557555895,0.5782421963640005,0.5834195650235974,0.5794646388570767,0.5721736429281639,0.6165855016364774,0.6178876640016036,0.6257626391251307,0.6017754952049982,0.5792405874047105,0.5094157079830581,0.5398782603432933,0.546552506604365,0.5637859063036462,0.5997719471134948
0.19834481129259315,0.165392380051844,0.18899323854545785,0.18569307227071263,0.18016967350535984,0.14426152000370462,0.12396359667367046,0.11687230747284126,0.13350313165416255,0.14259344504145166,0.23271633890626714,0.20884168207497222,0.2086927696123999,0.19818239157040957,0.18873635588763604,0.18590376971013436,0.12852422892854318,0.14441641669503866,0.14561414833719424,0.14841535311429405,0.13648438697236298,0.11506459949849043,0.10020545718522939,0.09115921031154368,0.08658490605928092,0.13768646967795456,0.10378594420081626,0.09276414096950118,0.08847394905976305,0.10293432852020828,0.1583207580294576,0.1486184953763663,0.14805331929993978,0.15698797477987345,0.1488780244414688,0.2535546301686578,0.20807893981207354,0.18688039394428688,0.16299165021907364,0.10888099769525794,0.5150766570440031,0.5272336883539771,0.5219180007090589,0.5540784790379423,0.5706820154566214,0.5926774858155681,0.5783080620587926,0.5410121531159496,0.5030851174063972,0.5187198600581147,0.676880437404566,0.655766388263687,0.6452811923239292,0.6528125703911896,0.6267366442109431,0.5066833795262774,0.5672576499936153,0.5918985559582264,0.5852573123812473,0.5972852502215368,0.6019439191490548,0.6071971002188319,0.6176683789601599,0.6290557326605234,0.6118816462680198,0.5486955167065282,0.551878746430678,0.5543956691076068,0.5506947244272353,0.5456574655455813,0.6098879756934374,0.6178876640016037,0.6148277207522308,0.5895261563850189,0.5574874259999768,0.49979206900513357,0.5189391808270423,0.5178848186587353,0.5306269389545917,0.5644698474614561
0.19793192455933148,0.165392380051844,0.18899323854545788,0.18569307227071263,0.18016967350535984,0.14426152000370465,0.1184595065265868,0.11393696621424022,0.12525576936096022,0.1401482207740833,0.2276802457627297,0.1948194875049733,0.20059938450272585,0.1834320233230529,0.18873635588763604,0.1762514448786678,0.12379272732166957,0.14131535601820236,0.14561414833719424,0.1253648243778865,0.1347795217824785,0.11260207329842768,0.09532306345204607,0.09115921031154368,0.08098120263784571,0.13313650952137698,0.10378594420081624,0.09276414096950118,0.08847394905976304,0.10293432852020828,0.15459756983993847,0.14433950247573704,0.14805331929993978,0.15698797477987345,0.14054580681870146,0.2504511001606627,0.20807893981207354,0.18688039394428693,0.15899609649681043,0.10657339710816499,0.485534940959336,0.5001462804463318,0.49503180609322933,0.5266152909248042,0.5492238714304509,0.5694977112563793,0.5605741696695462,0.5179329636837721,0.480954013746981,0.4974601651876583,0.6694418431668523,0.642318127218207,0.6393460491583507,0.640113718945194,0.6267366442109431,0.4790991597967627,0.5592440281662017,0.5820685568990402,0.5852573123812475,0.5846968888411422,0.5879849397638253,0.5966428039288755,0.6057628414186074,0.6148084102883682,0.593092500228689,0.5358531042320036,0.551878746430678,0.5408057051201212,0.5506947244272353,0.5384935309933758,0.5871029567896799,0.5980015753472805,0.5937224860677565,0.5659455962393481,0.5429895357609187,0.4682025372670966,0.49420639641379466,0.49779077080561607,0.522396667902058,0.5492207101319414
0.19793192455933148,0.1594113742304131,0.17962814348870065,0.1848871018857763,0.17178430916210227,0.14059664148322346,0.11845950652658681,0.11393696621424022,0.12525576936096022,0.13347969262980372,0.21035510944252367,0.1948194875049733,0.1972853988393974,0.1834320233230529,0.1887363558876361,0.16852876315458054,0.11537279327318145,0.1329742605565285,0.12819433983176903,0.11841433811092054,0.1312175242740152,0.1090518857392047,0.092679946513028,0.09115921031154368,0.08098120263784571,0.13313650952137696,0.10378594420081624,0.08763704250698233,0.08487547752957529,0.10293432852020828,0.15100206208615277,0.14094953682189704,0.14805331929993978,0.15082015860015627,0.14054580681870144,0.25045110016066274,0.19889199875776808,0.18152449233648846,0.152407647269155,0.10128178207327909,0.4855349409593359,0.48283624016978616,0.48630345034438105,0.5114759019016428,0.5421028149004647,0.5565565852854943,0.5470298759297031,0.5062361583680406,0.48095401374698094,0.48679433728815785,0.6487876967344632,0.6272981483490043,0.6255037302255338,0.6276511314535297,0.6138635504162546,0.46564292966409454,0.544946773385592,0.5704917849288962,0.568350257988857,0.5755367070504789,0.5838983998637648,0.5902261688134391,0.6011974032463128,0.605283970234377,0.5930925002286891,0.5194597504699849,0.5357124513993895,0.5345977395622827,0.5255862109688242,0.5224072211206682,0.5719548418607036,0.5850894445731079,0.5898018970221268,0.565945596239348,0.516162038570161,0.4534129525935221,0.4733657318775789,0.4861846276393692,0.4966823230650039,0.5258548596536605
0.18720847775215899,0.1453363521176812,0.17962814348870063,0.1848871018857763,0.17178430916210233,0.14059664148322346,0.1184595065265868,0.11393696621424024,0.12525576936096022,0.13347969262980372,0.20581802525538373,0.18121916740598779,0.1972853988393974,0.18343202332305292,0.18577301988943062,0.1685287631545805,0.11537279327318145,0.1270013265705271,0.12137660453307429,0.11841433811092053,0.13121752427401515,0.10905188573920467,0.092679946513028,0.08949851264442338,0.08098120263784571,0.1283675035484071,0.10043022605056454,0.08763704250698233,0.08023110419679076,0.10082004932564934,0.1510020620861528,0.140949536821897,0.14295786241274444,0.1446105576099049,0.13640970588568568,0.2504511001606627,0.19889199875776808,0.17708896113288547,0.1497698987554804,0.09942947130569953,0.4820471550076579,0.48283624016978605,0.48630345034438105,0.5114759019016428,0.5421028149004647,0.5565565852854942,0.5375603627929549,0.5032782117562312,0.46996406843668737,0.46986361451843345,0.63186423627537,0.6207999517763471,0.6255037302255338,0.6210012964224458,0.5971788083319561,0.4656429296640945,0.5383236158482909,0.566767114770453,0.5637819893143036,0.561286912554134,0.5634173939962829,0.5770440235883697,0.5824051868443667,0.5986503062740716,0.57930799068348,0.5161346688683132,0.5276976867951384,0.5345977395622827,0.521402873636163,0.5181404274725617,0.5604289352936324,0.5707802071736855,0.5677861418180158,0.5445493111147459,0.49594201856254705,0.4534129525935221,0.4733657318775789,0.4806132996454866,0.4909011411471878,0.521571197727077
